Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,32.36135506023778,34.55999123214817,33.10851747569308,38.27940044897796,35.71951712451636,58.514881865602945,46.71610429447853,17.0,0.0,0.0,C13,0.18
55056.0,28,39.240683258272874,39.07811198863855,39.394666197306876,49.33412714172205,32.68006616789728,51.01375176304654,51.53946890438826,14.0,0.0,0.0,C13,0.092
94739.0,14,34.17952118060261,36.680442172216665,35.8168516595453,42.70589224335303,37.82543376898758,54.185152057245084,42.76369816020857,22.0,0.0,0.0,C13,0.075
79842.0,35,55.29592712612903,57.26758646772986,56.6919969597301,64.99540676845314,34.65493060789928,47.18269653052262,45.72018486510859,10.0,0.0,0.0,C13,0.244
51296.0,9,44.52744789438533,41.77236588362481,42.1249199383607,33.166871435050105,43.85708174410275,48.56749311294766,44.43990642362803,11.0,0.0,0.0,C13,0.836
46761.0,12,41.30514858302947,40.281242426301276,39.52973921500023,47.592488634053375,38.97225028142144,44.715030408340574,45.18446996428648,11.0,0.0,0.0,C13,0.136
37212.0,31,41.11664183760971,40.95605641328373,42.632369590259195,49.598478339307775,57.96812870736801,66.41468005018821,52.68034504998388,9.0,0.0,0.0,C13,0.233
43310.0,32,52.91034179948016,63.86570758812505,64.11221103923408,66.11532351860733,117.67754300155578,63.859911894273125,52.91514661740938,5.0,0.0,0.0,C13,0.441
46165.0,15,50.254915547546126,50.837572276113185,50.10869923954741,45.67040041221551,50.60326621870944,62.43082021541011,46.681663597963826,8.0,0.0,0.0,C13,0.651
101933.0,13,41.217022970927175,42.885390962086696,42.97151651291448,49.95479936669833,32.69318490617086,52.24904423812124,43.04077187956795,17.0,0.0,0.0,C13,0.124
58684.0,36,53.87408938601796,60.26148687522569,60.034566487089805,61.14354516588818,70.76691788238183,44.71734475374733,44.50599822779633,7.0,0.0,0.0,C13,0.477
23479.0,10,53.629459827168546,47.93755269874405,49.38348435591445,46.87587004954991,27.640862113040292,63.55467869222097,60.79892670045572,5.0,0.0,0.0,C13,0.573
32743.0,33,50.91290522382251,61.744535552889765,61.25649449460494,59.762080423255796,56.844207259269375,61.13993871297242,49.284427205814985,5.0,0.0,0.0,C13,0.527
