Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,29.87692523871881,33.16818173805538,33.17596593899106,38.27940044897796,39.16648312162735,58.514881865602945,46.71610429447853,17.0,0.0,0.0,E06,0.191
55056.0,28,40.698607088569496,38.632407801043925,39.29365924756516,49.33412714172205,31.991399803878846,51.01375176304654,51.53946890438826,14.0,0.0,0.0,E06,0.092
94739.0,14,36.578330802208825,35.87964348988783,35.781999802658056,42.70589224335303,36.98842617651048,54.185152057245084,42.76369816020857,22.0,0.0,0.0,E06,0.061
79842.0,35,59.52125607283239,55.707475737883286,56.32488274803718,64.99540676845314,60.84335967837603,47.18269653052262,45.72018486510859,10.0,0.0,0.0,E06,0.239
51296.0,9,41.2746473447873,40.47076905997601,42.246070610681855,33.166871435050105,50.05712616351736,48.56749311294766,44.43990642362803,11.0,0.0,0.0,E06,0.842
46761.0,12,41.200548279070816,40.10657740184343,39.83608220662494,47.592488634053375,37.12207892841312,44.715030408340574,45.18446996428648,11.0,0.0,0.0,E06,0.159
37212.0,31,44.75067749039583,42.61150725291564,42.23878374754975,49.598478339307775,45.87204724377486,66.41468005018821,52.68034504998388,9.0,0.0,0.0,E06,0.222
43310.0,32,62.105152188375556,65.35930943634284,62.81467029722635,66.11532351860733,59.66050582274187,63.859911894273125,52.91514661740938,5.0,0.0,0.0,E06,0.42
46165.0,15,50.06721406508613,50.31421886222886,49.14481396707784,45.67040041221551,33.87714641385165,62.43082021541011,46.681663597963826,8.0,0.0,0.0,E06,0.624
101933.0,13,42.33544448362428,42.21174591265077,42.85280822441797,49.95479936669833,51.71214653098718,52.24904423812124,43.04077187956795,17.0,0.0,0.0,E06,0.154
58684.0,36,63.32942227425332,62.471502278081935,60.16457425395938,61.14354516588818,69.3994191284025,44.71734475374733,44.50599822779633,7.0,0.0,0.0,E06,0.491
23479.0,10,45.43446501917256,48.43162992199669,48.318074441279464,46.87587004954991,25.895822454354743,63.55467869222097,60.79892670045572,5.0,0.0,0.0,E06,0.554
32743.0,33,59.47816853723649,60.331081822229656,61.047306621097306,59.762080423255796,63.51887386889912,61.13993871297242,49.284427205814985,5.0,0.0,0.0,E06,0.531
37128.0,17,26.135538468842885,25.69504898871462,25.04974371436055,29.571534214066908,19.241122333447887,62.29066575154427,48.828619909502265,19.0,0.0,0.0,E06,0.101
66492.0,8,38.74905573571083,38.272527150181844,37.48336228655256,43.59729665870748,27.29430547365659,52.41071902361369,46.45567887866209,17.0,0.0,0.0,E06,0.168
96096.0,19,35.78871141075156,34.633694491238,34.68127079467024,42.39241157324724,37.56633560396293,53.0906781317178,47.38010947385948,24.0,0.0,0.0,E06,0.044
46335.0,20,36.16710550996864,34.28999789718311,34.84165882874991,29.00754209767147,42.65469253065906,61.56185012549301,50.58974857019532,14.0,0.0,0.0,E06,0.813
42396.0,37,30.438315170917768,35.43191522980305,35.23219344357139,34.88770999695022,38.1340322181339,54.71212121212121,50.93055948674403,13.0,0.0,0.0,E06,0.512
79150.0,29,74.50353009644446,72.90833307205676,74.06680461694903,86.47547591048908,90.4505706906884,41.396534148827726,48.487983320697495,6.0,0.0,0.0,E06,0.271
74673.0,24,38.46249634551673,38.72980552051074,37.49854330602946,42.20516251647334,30.73962679880024,57.69698692438886,52.210450899254084,18.0,0.0,0.0,E06,0.196
44421.0,22,33.881346767778,39.94508392591983,40.80055771220113,44.51481588068407,29.44600082442339,63.320454545454545,56.11134373381959,11.0,0.0,1.0,E06,0.349
37164.0,35,35.06013452382122,39.20884743590582,39.26020806309673,41.789195694754774,45.78091981686504,52.437361419068736,55.46722634807879,10.0,0.0,1.0,E06,0.381
42371.0,28,36.264577609115804,36.14006981983921,35.9239734385909,48.323796914207,37.17498769204719,62.86604127579737,61.04019448181453,13.0,0.0,1.0,E06,0.035
43446.0,6,39.864143579688616,40.09667132637476,38.813423247932654,39.15496963704857,24.1271887614904,61.3413612565445,48.97649956267551,11.0,0.0,1.0,E06,0.478
70945.0,19,33.54770737024023,33.502790734354086,33.90812239967753,45.17651216400624,36.77981129912993,50.17744497390515,48.92503946774921,21.0,0.0,1.0,E06,0.006
41366.0,17,36.48180806882446,35.91882565997123,37.29920826097112,31.52780854630139,46.54823912730177,72.13285457809695,55.18314557849442,12.0,0.0,1.0,E06,0.81
36746.0,13,26.745804629176757,24.668901040441614,25.326686193403912,28.2413106350478,26.162564291737905,57.13131313131313,48.07500340182338,18.0,0.0,1.0,E06,0.204
33680.0,16,39.38096317729018,38.80124554431527,39.74241205895432,47.15844871496831,29.64043218449195,67.03754469606675,51.35573040380047,10.0,0.0,1.0,E06,0.223
15748.0,25,88.94458315722798,77.81253454845863,78.42526902270251,99.38558548074543,84.67188908096817,57.40625,58.226568453136906,3.0,0.0,1.0,E06,0.25
56112.0,9,36.2121608960042,36.91714197928889,36.31475103790446,42.45759540153028,38.67740456223283,55.47240051347882,44.107570573139434,15.0,0.0,1.0,E06,0.152
78179.0,12,34.590018512269936,33.48516886065649,33.19419074355111,34.456310137067405,30.138057868174204,58.36831275720164,49.112034999744154,23.0,0.0,1.0,E06,0.402
52815.0,30,26.892569517892884,26.78118097597699,27.307219842410284,26.658272087811195,24.43994771448111,55.29396511079679,51.711862160371105,24.0,0.0,1.0,E06,0.551
25718.0,21,30.467346102487216,31.52403509518911,32.24924877814222,44.84876884351268,33.23588518052794,60.456112852664575,53.27890971304145,10.0,0.0,1.0,E06,0.045
33019.0,29,39.07257299453595,36.957454024814936,38.30290589598323,35.89603937642379,38.30881455599785,71.70028275212064,66.31996729155941,9.0,0.0,1.0,E06,0.582
39799.0,36,37.147056853750236,37.682484288476374,36.45527056796841,34.94229198300342,31.50569366458474,85.47659126775382,64.71823412648558,11.0,0.0,1.0,E06,0.572
18301.0,24,25.09322842345002,26.14955398541198,25.952154053823335,26.61406631039534,34.69328345658519,58.41291585127202,67.30736025353806,12.0,0.0,1.0,E06,0.442
17553.0,27,58.952665413357025,57.71907273856521,60.436972088494116,56.01110491313167,63.15818334825612,57.5821325648415,65.05360906967469,4.0,0.0,1.0,E06,0.584
44988.0,32,32.076520099206775,34.382506791940315,33.661142189445776,44.2527874527817,34.17290626232565,64.47364341085272,57.00720192051214,14.0,0.0,1.0,E06,0.038
57083.0,33,35.59328129353848,37.6425047934907,36.970562836182786,44.878844824584576,41.581824137738984,45.743964421855146,44.00818106967048,15.0,0.0,1.0,E06,0.106
