Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,32.898469356806494,34.50951331842783,33.2428330057789,38.27940044897796,19.974038832517703,58.514881865602945,46.71610429447853,17.0,0.0,0.0,E04,0.183
55056.0,28,40.12860260726136,39.80089183182438,39.22292320029675,49.33412714172205,26.060412618111794,51.01375176304654,51.53946890438826,14.0,0.0,0.0,E04,0.081
94739.0,14,33.47471872827977,35.83232496572043,35.72772369617912,42.70589224335303,38.69419722275713,54.185152057245084,42.76369816020857,22.0,0.0,0.0,E04,0.076
79842.0,35,54.92821719048076,58.234177219023096,56.53129192837487,64.99540676845314,50.932970020081385,47.18269653052262,45.72018486510859,10.0,0.0,0.0,E04,0.235
51296.0,9,42.502018677135474,41.584031362278836,41.76750363451062,33.166871435050105,49.78269163055261,48.56749311294766,44.43990642362803,11.0,0.0,0.0,E04,0.835
46761.0,12,44.725243193247096,39.73243051383901,39.76618218154464,47.592488634053375,45.61723652519412,44.715030408340574,45.18446996428648,11.0,0.0,0.0,E04,0.156
37212.0,31,37.42667884386659,41.40551866111326,41.82135931624999,49.598478339307775,34.27762289615979,66.41468005018821,52.68034504998388,9.0,0.0,0.0,E04,0.19
43310.0,32,52.833270061825814,64.48406261993898,63.94558520070837,66.11532351860733,113.7610827548073,63.859911894273125,52.91514661740938,5.0,0.0,0.0,E04,0.452
46165.0,15,51.16315989903007,50.44235856321082,50.06107254940104,45.67040041221551,45.27705014572699,62.43082021541011,46.681663597963826,8.0,0.0,0.0,E04,0.648
101933.0,13,40.44681791325834,42.778286267587774,42.855606130037806,49.95479936669833,35.12939137794036,52.24904423812124,43.04077187956795,17.0,0.0,0.0,E04,0.138
58684.0,36,58.74708288600358,60.24544593123382,59.31281267979667,61.14354516588818,60.32528731383247,44.71734475374733,44.50599822779633,7.0,0.0,0.0,E04,0.458
23479.0,10,50.91295154058702,51.65160167369579,49.54254186629697,46.87587004954991,37.99331502360336,63.55467869222097,60.79892670045572,5.0,0.0,0.0,E04,0.573
32743.0,33,58.96049031954217,60.225982917092985,61.92627625341518,59.762080423255796,75.2253240679747,61.13993871297242,49.284427205814985,5.0,0.0,0.0,E04,0.548
37128.0,17,26.293032310018155,26.202370530926558,24.868129411392054,29.571534214066908,32.45053520370396,62.29066575154427,48.828619909502265,19.0,0.0,0.0,E04,0.093
66492.0,8,39.941647921881426,37.43435102058043,37.2778439236617,43.59729665870748,34.45976460528036,52.41071902361369,46.45567887866209,17.0,0.0,0.0,E04,0.154
