Well,SiteX,SiteY,Label,NearestNeighborDistance
C16,0,0,19,32.31098884280702
C16,0,0,19,44.721359549995796
C16,0,0,19,30.01666203960727
C16,0,0,19,47.885279575251516
C16,0,0,19,44.721359549995796
C16,0,0,19,83.72574275573791
C16,0,0,19,33.734255586866
C16,0,0,19,33.734255586866
C16,0,0,19,34.0147027033899
C16,0,0,19,51.42956348249516
C16,0,0,19,34.0147027033899
C16,0,0,19,51.42956348249516
C16,0,0,19,36.235341863986875
C16,0,0,19,43.04648650006177
C16,0,0,19,44.721359549995796
C16,0,0,19,44.721359549995796
C16,0,0,19,37.589892258425
C16,0,0,19,37.589892258425
C16,0,0,19,91.83681179135085
C16,0,0,20,26.019223662515376
C16,0,0,20,26.019223662515376
C16,0,0,20,38.3275357934736
C16,0,0,20,51.419840528729765
C16,0,0,20,22.20360331117452
C16,0,0,20,22.20360331117452
C16,0,0,20,51.478150704935004
C16,0,0,20,30.265491900843113
C16,0,0,20,30.066592756745816
C16,0,0,20,15.0
C16,0,0,20,15.0
C16,0,0,20,18.110770276274835
C16,0,0,20,18.110770276274835
C16,0,0,20,41.88078318274385
C16,0,0,37,37.589892258425
C16,0,0,37,37.589892258425
C16,0,0,37,57.48912940721924
C16,0,0,37,31.78049716414141
C16,0,0,37,31.78049716414141
C16,0,0,37,79.05694150420949
C16,0,0,37,17.26267650163207
C16,0,0,37,17.26267650163207
C16,0,0,37,45.70557952810576
C16,0,0,37,13.416407864998739
C16,0,0,37,28.178005607210743
C16,0,0,37,13.416407864998739
C16,0,0,37,43.01162633521314
C16,0,0,29,68.62215385719105
C16,0,0,29,96.74709297958259
C16,0,0,29,68.62215385719105
C16,0,0,29,101.24228365658294
C16,0,0,29,91.80958555619343
C16,0,0,29,91.80958555619343
C16,0,0,24,15.132745950421556
C16,0,0,24,47.01063709417264
C16,0,0,24,47.01063709417264
C16,0,0,24,15.132745950421556
C16,0,0,24,36.05551275463989
C16,0,0,24,71.8679344353238
C16,0,0,24,36.05551275463989
C16,0,0,24,32.202484376209235
C16,0,0,24,32.202484376209235
C16,0,0,24,31.622776601683793
C16,0,0,24,74.41102068914255
C16,0,0,24,31.622776601683793
C16,0,0,24,33.61547262794322
C16,0,0,24,33.61547262794322
C16,0,0,24,70.8590149522275
C16,0,0,24,63.071388124885914
C16,0,0,24,44.10215414239989
C16,0,0,24,44.10215414239989
C16,0,1,22,71.80529228406496
C16,0,1,22,42.485291572496
C16,0,1,22,42.485291572496
C16,0,1,22,28.42534080710379
C16,0,1,22,49.4064773081425
C16,0,1,22,28.42534080710379
C16,0,1,22,43.08131845707603
C16,0,1,22,42.720018726587654
C16,0,1,22,43.08131845707603
C16,0,1,22,42.720018726587654
C16,0,1,22,55.02726596879042
C16,0,1,35,82.37718130647589
C16,0,1,35,52.20153254455275
C16,0,1,35,19.79898987322333
C16,0,1,35,52.20153254455275
C16,0,1,35,19.79898987322333
C16,0,1,35,26.30589287593181
C16,0,1,35,29.068883707497267
C16,0,1,35,29.068883707497267
C16,0,1,35,53.53503525729669
C16,0,1,35,53.53503525729669
C16,0,1,28,55.17245689653489
C16,0,1,28,49.57822102496216
C16,0,1,28,21.0
C16,0,1,28,21.0
C16,0,1,28,16.278820596099706
C16,0,1,28,16.278820596099706
C16,0,1,28,67.26812023536856
C16,0,1,28,60.41522986797286
C16,0,1,28,75.53806987208503
C16,0,1,28,39.6232255123179
C16,0,1,28,83.21658488546619
C16,0,1,28,39.6232255123179
C16,0,1,28,83.21658488546619
C16,0,1,6,37.16180835212409
C16,0,1,6,37.16180835212409
C16,0,1,6,39.20459156782532
C16,0,1,6,21.37755832643195
C16,0,1,6,21.37755832643195
C16,0,1,6,65.25335240430181
C16,0,1,6,27.16615541441225
C16,0,1,6,27.16615541441225
C16,0,1,6,57.30619512757761
C16,0,1,6,48.76474136094644
C16,0,1,6,48.76474136094644
C16,0,1,19,22.825424421026653
C16,0,1,19,40.44749683231337
C16,0,1,19,22.825424421026653
C16,0,1,19,36.89173349139343
C16,0,1,19,32.7566787083184
C16,0,1,19,62.289646009589745
C16,0,1,19,24.698178070456937
C16,0,1,19,24.698178070456937
C16,0,1,19,50.24937810560445
C16,0,1,19,27.65863337187866
C16,0,1,19,40.11234224026316
C16,0,1,19,70.09279563550022
C16,0,1,19,36.71511950137164
C16,0,1,19,36.76955262170047
C16,0,1,19,36.76955262170047
C16,0,1,19,36.71511950137164
C16,0,1,19,50.32891812864648
C16,0,1,19,81.58431221748455
C16,0,1,19,81.58431221748455
C16,0,1,19,50.32891812864648
C16,0,1,19,82.365041127896
C16,0,1,17,39.81205847478876
C16,0,1,17,36.05551275463989
C16,0,1,17,39.81205847478876
C16,0,1,17,36.05551275463989
C16,0,1,17,20.396078054371138
C16,0,1,17,20.396078054371138
C16,0,1,17,59.413803110051795
C16,0,1,17,37.013511046643494
C16,0,1,17,11.704699910719626
C16,0,1,17,11.704699910719626
C16,0,1,17,32.984845004941285
C16,0,1,17,32.984845004941285
C16,0,1,13,23.08679276123039
C16,0,1,13,64.03124237432849
C16,0,1,13,23.08679276123039
C16,0,1,13,41.400483088968905
C16,0,1,13,25.553864678361276
C16,0,1,13,25.553864678361276
C16,0,1,13,40.311288741492746
C16,0,1,13,46.04345773288535
C16,0,1,13,43.56604182158393
C16,0,1,13,43.56604182158393
C16,0,1,13,22.847319317591726
C16,0,1,13,9.219544457292887
C16,0,1,13,8.06225774829855
C16,0,1,13,19.026297590440446
C16,0,1,13,8.06225774829855
C16,0,1,13,22.02271554554524
C16,0,1,13,22.02271554554524
C16,0,1,13,20.8806130178211
C16,0,1,16,45.617978911828175
C16,0,1,16,24.596747752497688
C16,0,1,16,24.596747752497688
C16,0,1,16,45.803929962395145
C16,0,1,16,38.948684188300895
C16,0,1,16,45.803929962395145
C16,0,1,16,38.948684188300895
C16,0,1,16,71.50524456289902
C16,0,1,16,64.25729530566937
C16,0,1,16,71.50524456289902
C16,0,1,25,92.43916918709297
C16,0,1,25,92.43916918709297
C16,0,1,25,113.27841806805037
C16,0,1,9,17.26267650163207
C16,0,1,9,46.66904755831214
C16,0,1,9,17.26267650163207
C16,0,1,9,46.66904755831214
C16,0,1,9,29.154759474226502
C16,0,1,9,29.154759474226502
C16,0,1,9,30.0
C16,0,1,9,59.135437767890075
C16,0,1,9,38.07886552931954
C16,0,1,9,38.07886552931954
C16,0,1,9,48.093658625644196
C16,0,1,9,56.142675390472796
C16,0,1,9,55.758407437802596
C16,0,1,9,69.26037828369117
C16,0,1,9,56.142675390472796
C16,0,1,12,45.12205669071391
C16,0,1,12,62.36184731067546
C16,0,1,12,23.194827009486403
C16,0,1,12,14.142135623730951
C16,0,1,12,22.847319317591726
C16,0,1,12,14.142135623730951
C16,0,1,12,22.847319317591726
C16,0,1,12,37.64306044943742
C16,0,1,12,60.0
C16,0,1,12,50.99019513592785
C16,0,1,12,35.6931365951495
C16,0,1,12,47.75981574503821
C16,0,1,12,39.05124837953327
C16,0,1,12,35.6931365951495
C16,0,1,12,39.84971769034255
C16,0,1,12,21.02379604162864
C16,0,1,12,21.02379604162864
C16,0,1,12,37.94733192202055
C16,0,1,12,18.439088914585774
C16,0,1,12,34.713109915419565
C16,0,1,12,18.439088914585774
C16,0,1,12,37.94733192202055
C16,0,1,12,51.62363799656123
C16,0,1,30,28.160255680657446
C16,0,1,30,31.25699921617557
C16,0,1,30,53.16013544000805
C16,0,1,30,28.160255680657446
C16,0,1,30,24.08318915758459
C16,0,1,30,24.08318915758459
C16,0,1,30,16.492422502470642
C16,0,1,30,29.0
C16,0,1,30,15.811388300841896
C16,0,1,30,30.14962686336267
C16,0,1,30,16.492422502470642
C16,0,1,30,32.31098884280702
C16,0,1,30,15.811388300841896
C16,0,1,30,29.0
C16,0,1,30,59.20304046246274
C16,0,1,30,50.47771785649585
C16,0,1,30,37.107950630558946
C16,0,1,30,16.278820596099706
C16,0,1,30,16.278820596099706
C16,0,1,30,7.615773105863909
C16,0,1,30,7.615773105863909
C16,0,1,30,13.601470508735444
C16,0,1,30,13.601470508735444
C16,0,1,30,44.04543109109048
C16,0,1,21,85.42833253669417
C16,0,1,21,72.09022125087424
C16,0,1,21,24.698178070456937
C16,0,1,21,24.698178070456937
C16,0,1,21,68.70953354520753
C16,0,1,21,44.94441010848846
C16,0,1,21,39.293765408777
C16,0,1,21,21.840329667841555
C16,0,1,21,21.840329667841555
C16,0,1,21,44.94441010848846
C16,0,1,29,59.033888572581766
C16,0,1,29,35.0
C16,0,1,29,40.85339643163099
C16,0,1,29,35.0
C16,0,1,29,28.178005607210743
C16,0,1,29,28.178005607210743
C16,0,1,29,30.066592756745816
C16,0,1,29,30.066592756745816
C16,0,1,29,36.68787265568828
C16,0,1,36,27.313000567495326
C16,0,1,36,27.313000567495326
C16,0,1,36,15.0
C16,0,1,36,34.058772731852805
C16,0,1,36,55.226805085936306
C16,0,1,36,15.0
C16,0,1,36,26.419689627245813
C16,0,1,36,37.69615364994153
C16,0,1,36,33.54101966249684
C16,0,1,36,26.419689627245813
C16,0,1,36,86.37708029332781
C16,0,1,24,72.11102550927978
C16,0,1,24,10.63014581273465
C16,0,1,24,10.63014581273465
C16,0,1,24,13.892443989449804
C16,0,1,24,10.44030650891055
C16,0,1,24,17.11724276862369
C16,0,1,24,17.11724276862369
C16,0,1,24,10.44030650891055
C16,0,1,24,29.832867780352597
C16,0,1,24,48.662100242385755
C16,0,1,24,29.832867780352597
C16,0,1,24,48.662100242385755
C16,0,1,27,40.85339643163099
C16,0,1,27,40.85339643163099
C16,0,1,27,71.16881339463234
C16,0,1,27,71.16881339463234
C16,0,1,32,44.40720662234904
C16,0,1,32,31.04834939252005
C16,0,1,32,31.04834939252005
C16,0,1,32,66.60330322138685
C16,0,1,32,41.97618372363071
C16,0,1,32,56.356011214421486
C16,0,1,32,27.294688127912362
C16,0,1,32,18.027756377319946
C16,0,1,32,50.80354318352215
C16,0,1,32,18.027756377319946
C16,0,1,32,27.294688127912362
C16,0,1,32,65.76473218982953
C16,0,1,32,41.036569057366385
C16,0,1,32,99.84988733093293
C16,0,1,33,120.07081243999309
C16,0,1,33,22.360679774997898
C16,0,1,33,22.360679774997898
C16,0,1,33,39.6232255123179
C16,0,1,33,37.57658845611187
C16,0,1,33,37.57658845611187
C16,0,1,33,58.9406481131655
C16,0,1,33,44.294469180700204
C16,0,1,33,39.45883931389772
C16,0,1,33,39.45883931389772
C16,0,1,33,13.152946437965905
C16,0,1,33,13.152946437965905
C16,0,1,33,60.8276253029822
C16,0,1,33,82.73451516749222
C16,0,1,33,41.593268686170845
C16,0,1,8,57.14017850864661
C16,0,1,8,57.14017850864661
C16,0,1,8,73.43023900274328
C16,0,1,8,46.04345773288535
C16,0,1,8,84.1486779456457
C16,0,1,8,41.72529209005013
C16,0,1,8,65.80273550544841
C16,0,1,8,32.202484376209235
C16,0,1,8,65.80273550544841
C16,0,1,8,32.202484376209235
C16,0,1,14,28.460498941515414
C16,0,1,14,28.460498941515414
C16,0,1,14,29.017236257093817
C16,0,1,14,33.12099032335839
C16,0,1,14,77.6659513557904
C16,0,1,14,32.28002478313795
C16,0,1,14,32.28002478313795
C16,0,1,14,19.697715603592208
C16,0,1,14,22.02271554554524
C16,0,1,14,19.697715603592208
C16,0,1,14,43.382023926967726
C16,0,1,14,37.44329045369811
C16,0,1,14,14.560219778561036
C16,0,1,14,14.560219778561036
C16,0,1,14,47.853944456021594
C16,0,1,14,32.202484376209235
C16,0,1,26,21.02379604162864
C16,0,1,26,50.566787519082126
C16,0,1,26,21.02379604162864
C16,0,1,26,28.071337695236398
C16,0,1,26,58.9406481131655
C16,0,1,26,38.948684188300895
C16,0,1,26,38.948684188300895
C16,0,1,26,14.866068747318506
C16,0,1,26,14.866068747318506
C16,0,1,26,40.24922359499622
C16,0,1,26,56.859475903318
C16,0,2,17,45.35416188179427
C16,0,2,17,106.01886624558857
C16,0,2,17,45.35416188179427
C16,0,2,17,106.01886624558857
C16,0,2,17,94.04786015641186
C16,0,2,17,94.04786015641186
C16,0,2,25,91.59148432032315
C16,0,2,25,80.60397012554654
C16,0,2,25,80.60397012554654
C16,0,2,25,17.4928556845359
C16,0,2,25,17.4928556845359
C16,0,2,25,33.94112549695428
C16,0,2,25,56.568542494923804
C16,0,2,25,33.94112549695428
C16,0,2,25,68.62215385719105
C16,0,2,20,87.09190547921202
C16,0,2,20,102.42070103255493
C16,0,2,20,96.30160954002794
C16,0,2,20,42.5440947723653
C16,0,2,20,42.5440947723653
C16,0,2,20,96.30160954002794
C16,0,2,20,104.23531071570709
C16,0,2,21,123.84667940643382
C16,0,2,21,62.03224967708329
C16,0,2,21,59.464274989274024
C16,0,2,21,34.058772731852805
C16,0,2,21,34.058772731852805
C16,0,2,21,50.0
C16,0,2,21,49.73932046178355
C16,0,2,21,63.953107821277925
C16,0,2,21,49.73932046178355
C16,0,2,21,59.665735560705194
C16,0,2,21,57.38466694161429
C16,0,2,23,164.61470165206995
C16,0,2,23,148.94629904767692
C16,0,2,23,148.94629904767692
C16,0,2,15,17.08800749063506
C16,0,2,15,17.08800749063506
C16,0,2,15,49.64876634922564
C16,0,2,15,49.64876634922564
C16,0,2,15,44.40720662234904
C16,0,2,15,44.40720662234904
C16,0,2,15,104.80935072788114
C16,0,2,15,104.80935072788114
C16,0,2,29,79.71198153351854
C16,0,2,29,96.5090669315583
C16,0,2,29,79.71198153351854
C16,0,2,29,70.34912934784623
C16,0,2,29,47.095647357266465
C16,0,2,29,47.095647357266465
C16,0,2,29,70.34912934784623
C16,0,2,29,43.93176527297759
C16,0,2,29,40.496913462633174
C16,0,2,29,30.066592756745816
C16,0,2,29,92.19544457292888
C16,0,2,29,30.066592756745816
C16,0,2,29,17.0
C16,0,2,29,43.93176527297759
C16,0,2,29,17.0
C16,0,2,26,98.8382517044894
C16,0,2,26,72.11102550927978
C16,0,2,26,36.71511950137164
C16,0,2,26,36.71511950137164
C16,0,2,26,30.4138126514911
C16,0,2,26,21.840329667841555
C16,0,2,26,16.278820596099706
C16,0,2,26,16.278820596099706
C16,0,2,26,21.840329667841555
C16,0,2,26,22.135943621178654
C16,0,2,26,22.135943621178654
C16,0,2,26,13.341664064126334
C16,0,2,26,13.341664064126334
C16,0,2,26,15.264337522473747
C16,0,2,26,60.166435825965294
C16,0,2,32,45.45327270945405
C16,0,2,32,45.45327270945405
C16,0,2,32,29.5296461204668
C16,0,2,32,29.5296461204668
C16,0,2,32,54.037024344425184
C16,0,2,32,50.60632371551998
C16,0,2,32,20.12461179749811
C16,0,2,32,20.12461179749811
C16,0,2,32,40.22437072223753
C16,0,2,12,71.30918594402827
C16,0,2,12,39.84971769034255
C16,0,2,12,55.71355310873648
C16,0,2,12,39.84971769034255
C16,0,2,12,57.9396237474839
C16,0,2,12,55.71355310873648
C16,0,2,12,82.46211251235322
C16,0,2,12,20.396078054371138
C16,0,2,12,20.396078054371138
C16,0,2,12,42.941821107167776
C16,0,2,12,55.78530272392541
C16,0,2,12,55.78530272392541
C16,0,2,19,31.016124838541646
C16,0,2,19,31.016124838541646
C16,0,2,19,38.3275357934736
C16,0,2,19,44.01136216933077
C16,0,2,19,44.01136216933077
C16,0,2,19,51.35172830587107
C16,0,2,19,51.24451190127583
C16,0,2,19,51.35172830587107
C16,0,2,19,99.46356116689167
C16,0,2,19,68.15423684555495
C16,0,2,11,106.96261028976434
C16,0,2,11,80.39900496896712
C16,0,2,11,80.39900496896712
C16,0,2,11,124.27791436936813
C16,0,2,11,109.04127658827184
C16,0,2,24,45.34313619501854
C16,0,2,24,34.88552708502482
C16,0,2,24,14.7648230602334
C16,0,2,24,14.7648230602334
C16,0,2,24,25.632011235952593
C16,0,2,24,22.02271554554524
C16,0,2,24,22.02271554554524
C16,0,2,24,30.870698080866262
C16,0,2,24,30.870698080866262
C16,0,2,24,51.35172830587107
C16,0,2,24,49.4064773081425
C16,0,2,24,40.22437072223753
C16,0,2,24,26.40075756488817
C16,0,2,24,48.25971404805462
C16,0,2,24,58.69412236331676
C16,0,2,24,26.40075756488817
C16,0,2,24,26.92582403567252
C16,0,2,24,45.221676218380054
C16,0,2,24,48.25971404805462
C16,0,2,24,37.33630940518894
C16,0,2,24,26.92582403567252
C16,0,2,18,64.66065264130884
C16,0,2,18,48.25971404805462
C16,0,2,18,48.25971404805462
C16,0,2,18,38.05259518088089
C16,0,2,18,32.01562118716424
C16,0,2,18,38.05259518088089
C16,0,2,18,52.23983154643591
C16,0,2,18,32.01562118716424
C16,0,2,18,46.06517122512408
C16,0,2,34,76.00657866263946
C16,0,2,34,10.0
C16,0,2,34,76.00657866263946
C16,0,2,34,10.0
C16,0,2,9,21.02379604162864
C16,0,2,9,22.0
C16,0,2,9,18.35755975068582
C16,0,2,9,21.02379604162864
C16,0,2,9,18.35755975068582
C16,0,2,9,16.492422502470642
C16,0,2,9,16.492422502470642
C16,0,2,9,42.04759208325728
C16,0,2,9,14.035668847618199
C16,0,2,9,14.035668847618199
C16,0,2,9,15.0
C16,0,2,9,15.0
C16,0,2,9,29.698484809834994
C16,0,2,9,32.64965543462902
C16,0,2,9,41.10960958218893
C16,0,2,9,44.721359549995796
C16,0,2,9,32.64965543462902
C16,0,2,9,35.4400902933387
C16,0,2,9,32.69556544854363
C16,0,2,9,35.4400902933387
C16,0,2,9,50.32891812864648
C16,0,2,9,54.3323108288245
C16,0,2,9,54.3323108288245
C16,0,2,10,29.017236257093817
C16,0,2,10,30.01666203960727
C16,0,2,10,30.01666203960727
C16,0,2,10,29.017236257093817
C16,0,2,10,37.12142238654117
C16,0,2,10,36.71511950137164
C16,0,2,10,31.953090617340916
C16,0,2,10,36.71511950137164
C16,0,2,10,27.294688127912362
C16,0,2,10,56.72741841473134
C16,0,2,10,27.294688127912362
C16,0,2,10,29.966648127543394
C16,0,2,10,21.2602916254693
C16,0,2,10,91.2414379544733
C16,0,2,10,10.04987562112089
C16,0,2,10,29.68164415931166
C16,0,2,10,10.04987562112089
C16,0,2,10,27.0
C16,0,2,10,27.586228448267445
C16,0,2,10,27.586228448267445
C16,0,2,10,41.10960958218893
C16,0,2,10,29.732137494637012
C16,0,2,10,29.732137494637012
C16,0,2,10,59.16924876994806
C16,0,2,22,39.319206502675
C16,0,2,22,33.54101966249684
C16,0,2,22,68.35202996254024
C16,0,2,22,36.124783736376884
C16,0,2,22,33.54101966249684
C16,0,2,22,63.25345840347388
C16,0,2,22,27.65863337187866
C16,0,2,22,71.28113354878694
C16,0,2,22,27.65863337187866
C16,0,2,22,33.60059523282288
C16,0,2,22,39.56008088970496
C16,0,2,22,24.331050121192877
C16,0,2,22,31.064449134018133
C16,0,2,22,31.064449134018133
C16,0,2,22,24.331050121192877
C16,0,2,22,65.76473218982953
C16,0,2,30,25.553864678361276
C16,0,2,30,25.553864678361276
C16,0,2,30,210.40199618824911
C16,0,2,30,86.02325267042627
C16,0,3,12,32.28002478313795
C16,0,3,12,70.68238818828917
C16,0,3,12,38.118237105091836
C16,0,3,12,15.033296378372908
C16,0,3,12,15.033296378372908
C16,0,3,12,77.83315488916018
C16,0,3,12,40.85339643163099
C16,0,3,12,77.83315488916018
C16,0,3,12,40.85339643163099
C16,0,3,42,25.238858928247925
C16,0,3,42,25.238858928247925
C16,0,3,42,46.95742752749558
C16,0,3,42,97.082439194738
C16,0,3,42,44.28317965096906
C16,0,3,42,44.28317965096906
C16,0,3,53,89.47066558375433
C16,0,3,53,51.19570294468082
C16,0,3,53,51.19570294468082
C16,0,3,53,62.16912416947821
C16,0,3,53,21.840329667841555
C16,0,3,53,10.44030650891055
C16,0,3,53,10.44030650891055
C16,0,3,53,62.16912416947821
C16,0,3,28,11.180339887498949
C16,0,3,28,11.180339887498949
C16,0,3,28,38.28837943815329
C16,0,3,28,15.620499351813308
C16,0,3,28,23.769728648009426
C16,0,3,28,15.620499351813308
C16,0,3,28,38.28837943815329
C16,0,3,28,19.1049731745428
C16,0,3,28,19.1049731745428
C16,0,3,28,62.00806399170998
C16,0,3,28,33.015148038438355
C16,0,3,28,26.476404589747453
C16,0,3,28,26.476404589747453
C16,0,3,49,51.86520991955976
C16,0,3,49,37.656340767525464
C16,0,3,49,37.656340767525464
C16,0,3,49,107.28000745712129
C16,0,3,25,36.76955262170047
C16,0,3,25,36.76955262170047
C16,0,3,25,38.01315561749642
C16,0,3,25,35.73513677041127
C16,0,3,25,32.0624390837628
C16,0,3,25,32.0624390837628
C16,0,3,25,84.43340571124678
C16,0,3,25,41.036569057366385
C16,0,3,25,41.036569057366385
C16,0,3,25,66.18912297349165
C16,0,3,25,50.24937810560445
C16,0,3,25,42.190046219457976
C16,0,3,25,50.24937810560445
C16,0,3,25,42.190046219457976
C16,0,3,9,17.029386365926403
C16,0,3,9,17.029386365926403
C16,0,3,9,47.853944456021594
C16,0,3,9,30.0
C16,0,3,9,57.14017850864661
C16,0,3,9,30.0
C16,0,3,9,39.56008088970496
C16,0,3,9,73.55270219373317
C16,0,3,9,39.56008088970496
C16,0,3,9,81.34494452638098
C16,0,3,9,81.34494452638098
C16,0,3,21,28.635642126552707
C16,0,3,21,28.635642126552707
C16,0,3,21,32.2490309931942
C16,0,3,21,32.2490309931942
C16,0,3,21,8.48528137423857
C16,0,3,21,8.48528137423857
C16,0,3,21,11.180339887498949
C16,0,3,21,50.28916384272063
C16,0,3,21,32.202484376209235
C16,0,3,21,32.202484376209235
C16,0,3,21,24.596747752497688
C16,0,3,21,24.596747752497688
C16,0,3,21,43.04648650006177
C16,0,3,21,21.2602916254693
C16,0,3,21,32.38826948140329
