Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
54289.0,27,37.65902106642812,38.27940044897796,39.30917358515763,58.514881865602945,46.71610429447853,17.0,0.0,0.0,D14,0.455
57163.0,28,43.42468128781968,49.33412714172205,44.14244880708143,51.01375176304654,51.53946890438826,14.0,0.0,0.0,D14,0.204
96966.0,14,40.92889149459974,42.70589224335303,38.955905086271656,54.185152057245084,42.76369816020857,22.0,0.0,0.0,D14,0.363
81982.0,35,61.97024002196311,64.99540676845314,47.797168679976515,47.18269653052262,45.72018486510859,10.0,0.0,0.0,D14,0.403
53229.0,9,47.95471775382584,33.166871435050105,48.96041600385202,48.56749311294766,44.43990642362803,11.0,0.0,0.0,D14,0.95
48701.0,12,44.445361228698964,47.592488634053375,45.86865299011208,44.715030408340574,45.18446996428648,11.0,0.0,0.0,D14,0.342
39019.0,31,47.62693235988002,49.598478339307775,51.060845448081295,66.41468005018821,52.68034504998388,9.0,0.0,0.0,D14,0.417
45829.0,32,72.62382992866712,66.11532351860733,77.94135289450048,63.859911894273125,52.91514661740938,5.0,0.0,0.0,D14,0.609
48002.0,15,55.45592685424823,45.67040041221551,51.8723294145489,62.43082021541011,46.681663597963826,8.0,0.0,0.0,D14,0.792
104304.0,13,49.158600797639345,49.95479936669833,53.17580240942004,52.24904423812124,43.04077187956795,17.0,0.0,0.0,D14,0.454
60571.0,36,66.04886197050875,61.14354516588818,59.98282394754197,44.71734475374733,44.50599822779633,7.0,0.0,0.0,D14,0.617
24925.0,10,54.672131327775354,46.87587004954991,42.524334729950034,63.55467869222097,60.79892670045572,5.0,0.0,0.0,D14,0.696
34531.0,33,66.32754863078897,59.762080423255796,51.05480166778885,61.13993871297242,49.284427205814985,5.0,0.0,0.0,D14,0.63
38860.0,17,29.285316337231134,29.571534214066908,32.95362908741083,62.29066575154427,48.828619909502265,19.0,0.0,0.0,D14,0.47
68688.0,8,41.88466244234286,43.59729665870748,42.19611630443509,52.41071902361369,46.45567887866209,17.0,0.0,0.0,D14,0.398
98406.0,19,39.2266358348163,42.39241157324724,37.11532072126626,53.0906781317178,47.38010947385948,24.0,0.0,0.0,D14,0.254
48207.0,20,39.060180846688425,29.00754209767147,32.39403216329763,61.56185012549301,50.58974857019532,14.0,0.0,0.0,D14,0.95
44294.0,37,39.785331629937154,34.88770999695022,47.643933833426026,54.71212121212121,50.93055948674403,13.0,0.0,0.0,D14,0.741
81250.0,29,82.6727875848622,86.47547591048908,101.90849000054256,41.396534148827726,48.487983320697495,6.0,0.0,0.0,D14,0.432
77582.0,24,42.30259222809772,42.20516251647334,53.59159794466087,57.69698692438886,52.210450899254084,18.0,0.0,0.0,D14,0.497
46258.0,22,45.489021590370015,44.51481588068407,54.557778789688136,63.320454545454545,56.11134373381959,11.0,0.0,1.0,D14,0.551
39103.0,35,42.49568490055349,41.789195694754774,43.86707793988785,52.437361419068736,55.46722634807879,10.0,0.0,1.0,D14,0.532
44628.0,28,41.294845880188234,48.323796914207,48.46910796266611,62.86604127579737,61.04019448181453,13.0,0.0,1.0,D14,0.153
45329.0,6,43.98597805596421,39.15496963704857,49.30905018037011,61.3413612565445,48.97649956267551,11.0,0.0,1.0,D14,0.729
74728.0,19,38.20348614756296,45.17651216400624,48.4957072708415,50.17744497390515,48.92503946774921,21.0,0.0,1.0,D14,0.062
43297.0,17,40.869784663784166,31.52780854630139,45.032178023971,72.13285457809695,55.18314557849442,12.0,0.0,1.0,D14,0.904
38330.0,13,29.632799487425356,28.2413106350478,30.37469412370918,57.13131313131313,48.07500340182338,18.0,0.0,1.0,D14,0.64
35476.0,16,43.61161459810036,47.15844871496831,44.76410161108845,67.03754469606675,51.35573040380047,10.0,0.0,1.0,D14,0.332
17416.0,25,81.71783421178715,99.38558548074543,99.39013620441624,57.40625,58.226568453136906,3.0,0.0,1.0,D14,0.281
58157.0,9,41.24590483319329,42.45759540153028,35.48169560539428,55.47240051347882,44.107570573139434,15.0,0.0,1.0,D14,0.432
83219.0,12,38.221128489674896,34.456310137067405,40.55905302623097,58.36831275720164,49.112034999744154,23.0,0.0,1.0,D14,0.795
54967.0,30,31.036776057598946,26.658272087811195,30.531861132824,55.29396511079679,51.711862160371105,24.0,0.0,1.0,D14,0.877
27379.0,21,37.05093962711693,44.84876884351268,28.040877320118216,60.456112852664575,53.27890971304145,10.0,0.0,1.0,D14,0.135
34505.0,29,43.91953470708912,35.89603937642379,40.74174552210124,71.70028275212064,66.31996729155941,9.0,0.0,1.0,D14,0.807
41366.0,36,42.01036422158491,34.94229198300342,54.179923842448424,85.47659126775382,64.71823412648558,11.0,0.0,1.0,D14,0.816
19950.0,24,30.14999361627654,26.61406631039534,31.605190836948978,58.41291585127202,67.30736025353806,12.0,0.0,1.0,D14,0.757
19346.0,27,66.49156971962904,56.01110491313167,54.36785776095701,57.5821325648415,65.05360906967469,4.0,0.0,1.0,D14,0.657
46686.0,32,38.681008384623844,44.2527874527817,44.54719785712133,64.47364341085272,57.00720192051214,14.0,0.0,1.0,D14,0.179
59260.0,33,41.63775257875566,44.878844824584576,51.2785721971055,45.743964421855146,44.00818106967048,15.0,0.0,1.0,D14,0.295
46753.0,8,47.07235161650616,55.56384635519329,32.908835931852465,56.859078590785906,47.36345929972239,10.0,0.0,1.0,D14,0.188
38910.0,14,32.03818136923472,32.044097181768606,29.453114376706502,56.38967786629719,46.007932666451545,16.0,0.0,1.0,D14,0.486
29100.0,26,35.8888767457369,34.942233707299486,31.52468016913161,72.93662628145387,66.71658737024221,11.0,0.0,1.0,D14,0.578
54129.0,17,71.15428842531212,81.8069627612649,44.28034814029403,51.87835926449788,43.15270633397313,6.0,0.0,2.0,D14,0.277
35838.0,25,47.168319748156314,53.4286759207235,48.52845526211175,46.86946107784431,45.991080941219444,9.0,0.0,2.0,D14,0.265
54791.0,20,63.162208073878766,81.63418940746578,55.421932782410174,62.20949263502455,52.196614534025066,7.0,0.0,2.0,D14,0.122
57509.0,21,47.92811695965551,58.540263707605575,38.06390782460778,42.709377901578456,41.28637888131559,11.0,0.0,2.0,D14,0.127
33218.0,23,101.24466248785126,154.16909991580792,125.3999892034879,53.552742616033754,55.74886805688413,3.0,0.0,2.0,D14,0.102
42739.0,15,56.35949599062673,53.988332797522716,66.72350869281226,47.58767507002801,47.14449648137705,8.0,0.0,2.0,D14,0.545
65693.0,29,42.948103567526964,53.70077716692197,50.44284685127108,46.7137669197755,46.89561632627372,15.0,0.0,2.0,D14,0.056
50706.0,26,39.91568098562941,33.16117454099568,45.712241766711806,52.62020766773163,49.27172910904367,15.0,0.0,2.0,D14,0.857
27443.0,32,41.40103076428195,37.2314200041134,58.909350106206325,55.26622989874925,53.69324002033077,9.0,0.0,2.0,D14,0.668
43928.0,12,41.18138653533641,49.84517053881535,42.67672740861868,47.17601380500432,48.18317244666905,12.0,0.0,2.0,D14,0.123
73901.0,19,58.424153378889066,50.99482763346831,44.809271889662526,49.14572864321608,43.50410825137755,10.0,0.0,2.0,D14,0.731
46377.0,11,76.28746776761953,100.21596223706771,68.81849438061485,47.140969162995596,50.98844309752126,5.0,0.0,2.0,D14,0.153
72001.0,24,37.18318848698439,34.599258262364444,43.34188560452844,48.43648449039882,45.06706985009602,21.0,0.0,2.0,D14,0.689
42115.0,18,49.24044161164394,44.40239069389648,50.2528002662917,56.27224513847967,47.49015997810564,9.0,0.0,2.0,D14,0.691
30193.0,34,72.048528381931,43.00328933131973,43.76265692608802,84.21991701244814,56.51593163114581,4.0,0.0,2.0,D14,0.904
61235.0,9,33.33073176987179,29.44628421742861,39.13019032702739,47.768400604360025,46.630795239152334,23.0,0.0,2.0,D14,0.821
72249.0,10,34.68140346990156,33.58561277573204,32.7255305754445,56.48177339901478,47.226669912923924,24.0,0.0,2.0,D14,0.606
77146.0,22,43.99292767890306,40.65289531533646,45.69044678417214,52.876352902591016,44.746570127042226,16.0,0.0,2.0,D14,0.713
44541.0,30,88.11215552907818,86.8832445538495,52.45357584182055,55.47908232118758,48.741071847576144,4.0,0.0,2.0,D14,0.523
19990.0,12,37.73537797924813,45.391149497205234,28.3293955131628,56.8733986435569,61.61692724158886,9.0,0.0,3.0,D14,0.183
26269.0,42,49.32853400896255,47.18065731344459,49.270407478425106,52.54146806482364,45.00262234235688,6.0,0.0,3.0,D14,0.563
30373.0,53,44.91925675111874,44.86515781221688,47.88919873498345,57.62290502793296,54.89043356152361,8.0,0.0,3.0,D14,0.505
16778.0,28,27.614904075449676,26.164164120128415,22.432829931106287,54.70153496304719,62.5846349802239,13.0,0.0,3.0,D14,0.634
31359.0,49,73.25264789218575,58.61447472793299,51.52723901649997,64.4326923076923,54.02180074885398,4.0,0.0,3.0,D14,0.743
