Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
54289.0,27,37.61685414204154,38.27940044897796,40.21458097704055,58.514881865602945,46.71610429447853,17.0,0.0,0.0,F05,0.452
57163.0,28,43.49677205685663,49.33412714172205,40.225290024335095,51.01375176304654,51.53946890438826,14.0,0.0,0.0,F05,0.194
96966.0,14,40.96950463872935,42.70589224335303,39.08786182337805,54.185152057245084,42.76369816020857,22.0,0.0,0.0,F05,0.366
81982.0,35,62.12711754403575,64.99540676845314,65.09478625134207,47.18269653052262,45.72018486510859,10.0,0.0,0.0,F05,0.404
53229.0,9,47.94979949173921,33.166871435050105,56.781035781474245,48.56749311294766,44.43990642362803,11.0,0.0,0.0,F05,0.944
48701.0,12,44.52529676497927,47.592488634053375,43.338101279788745,44.715030408340574,45.18446996428648,11.0,0.0,0.0,F05,0.352
39019.0,31,47.56277293094081,49.598478339307775,49.35825173868025,66.41468005018821,52.68034504998388,9.0,0.0,0.0,F05,0.416
45829.0,32,73.21190222819926,66.11532351860733,83.29166627297266,63.859911894273125,52.91514661740938,5.0,0.0,0.0,F05,0.613
48002.0,15,55.607773815813694,45.67040041221551,76.7750145699592,62.43082021541011,46.681663597963826,8.0,0.0,0.0,F05,0.791
104304.0,13,49.17558457124548,49.95479936669833,47.41330981637057,52.24904423812124,43.04077187956795,17.0,0.0,0.0,F05,0.457
60571.0,36,65.10094716696369,61.14354516588818,46.98629304846391,44.71734475374733,44.50599822779633,7.0,0.0,0.0,F05,0.604
24925.0,10,53.92033241025799,46.87587004954991,49.312313856991594,63.55467869222097,60.79892670045572,5.0,0.0,0.0,F05,0.671
34531.0,33,65.97870646353374,59.762080423255796,59.20469654426836,61.13993871297242,49.284427205814985,5.0,0.0,0.0,F05,0.627
38860.0,17,29.107235670758424,29.571534214066908,33.413321975668374,62.29066575154427,48.828619909502265,19.0,0.0,0.0,F05,0.459
68688.0,8,41.955049350944634,43.59729665870748,38.17578203877848,52.41071902361369,46.45567887866209,17.0,0.0,0.0,F05,0.366
98406.0,19,38.95535710740091,42.39241157324724,41.22117696093253,53.0906781317178,47.38010947385948,24.0,0.0,0.0,F05,0.22
48207.0,20,39.180881022714836,29.00754209767147,36.65327149579506,61.56185012549301,50.58974857019532,14.0,0.0,0.0,F05,0.947
44294.0,37,40.02431225958406,34.88770999695022,38.0608361247546,54.71212121212121,50.93055948674403,13.0,0.0,0.0,F05,0.79
81250.0,29,83.71042112278855,86.47547591048908,114.83326321129711,41.396534148827726,48.487983320697495,6.0,0.0,0.0,F05,0.447
77582.0,24,42.25493781193467,42.20516251647334,39.76543596148074,57.69698692438886,52.210450899254084,18.0,0.0,0.0,F05,0.478
46258.0,22,45.490346112367554,44.51481588068407,54.707690952572655,63.320454545454545,56.11134373381959,11.0,0.0,1.0,F05,0.546
39103.0,35,42.948878671417624,41.789195694754774,35.86579462119236,52.437361419068736,55.46722634807879,10.0,0.0,1.0,F05,0.561
44628.0,28,41.13161991069823,48.323796914207,32.93641891156314,62.86604127579737,61.04019448181453,13.0,0.0,1.0,F05,0.16
45329.0,6,44.36987660719203,39.15496963704857,43.48081203129467,61.3413612565445,48.97649956267551,11.0,0.0,1.0,F05,0.739
74728.0,19,37.99119434045984,45.17651216400624,39.72176640232004,50.17744497390515,48.92503946774921,21.0,0.0,1.0,F05,0.061
