Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
54289.0,27,37.63622962267704,38.27940044897796,41.43987676108186,58.514881865602945,46.71610429447853,17.0,0.0,0.0,F07,0.437
57163.0,28,43.491022538650576,49.33412714172205,40.49341864600584,51.01375176304654,51.53946890438826,14.0,0.0,0.0,F07,0.224
96966.0,14,40.657688862425275,42.70589224335303,42.45961896226499,54.185152057245084,42.76369816020857,22.0,0.0,0.0,F07,0.339
81982.0,35,62.2425483985295,64.99540676845314,59.97963060119223,47.18269653052262,45.72018486510859,10.0,0.0,0.0,F07,0.414
53229.0,9,48.29805396850456,33.166871435050105,50.779926306018496,48.56749311294766,44.43990642362803,11.0,0.0,0.0,F07,0.948
48701.0,12,44.46829652811028,47.592488634053375,43.45357022837449,44.715030408340574,45.18446996428648,11.0,0.0,0.0,F07,0.374
39019.0,31,47.23508018426833,49.598478339307775,50.97021128292172,66.41468005018821,52.68034504998388,9.0,0.0,0.0,F07,0.397
45829.0,32,73.11876392383809,66.11532351860733,72.38141739593777,63.859911894273125,52.91514661740938,5.0,0.0,0.0,F07,0.63
48002.0,15,55.42182574593184,45.67040041221551,61.04195180616849,62.43082021541011,46.681663597963826,8.0,0.0,0.0,F07,0.798
104304.0,13,49.44689156339088,49.95479936669833,36.95208564186364,52.24904423812124,43.04077187956795,17.0,0.0,0.0,F07,0.455
60571.0,36,65.29256690561047,61.14354516588818,82.64000428762577,44.71734475374733,44.50599822779633,7.0,0.0,0.0,F07,0.599
24925.0,10,53.866152389745906,46.87587004954991,56.06283036076434,63.55467869222097,60.79892670045572,5.0,0.0,0.0,F07,0.679
34531.0,33,67.96295630952818,59.762080423255796,81.56171984161506,61.13993871297242,49.284427205814985,5.0,0.0,0.0,F07,0.656
38860.0,17,29.313683070434696,29.571534214066908,32.43190109794133,62.29066575154427,48.828619909502265,19.0,0.0,0.0,F07,0.481
68688.0,8,41.429140898066,43.59729665870748,44.92671129515011,52.41071902361369,46.45567887866209,17.0,0.0,0.0,F07,0.366
98406.0,19,39.367943771928346,42.39241157324724,43.078288849849194,53.0906781317178,47.38010947385948,24.0,0.0,0.0,F07,0.264
48207.0,20,38.75706715059122,29.00754209767147,35.240006111032436,61.56185012549301,50.58974857019532,14.0,0.0,0.0,F07,0.936
44294.0,37,39.942021611569885,34.88770999695022,42.418110172420356,54.71212121212121,50.93055948674403,13.0,0.0,0.0,F07,0.767
81250.0,29,83.4311214037535,86.47547591048908,55.087133980877816,41.396534148827726,48.487983320697495,6.0,0.0,0.0,F07,0.44
77582.0,24,41.97260041205398,42.20516251647334,31.407297500021652,57.69698692438886,52.210450899254084,18.0,0.0,0.0,F07,0.484
46258.0,22,46.34339916667051,44.51481588068407,51.50654150289661,63.320454545454545,56.11134373381959,11.0,0.0,1.0,F07,0.581
39103.0,35,42.95810340494766,41.789195694754774,52.55947416575901,52.437361419068736,55.46722634807879,10.0,0.0,1.0,F07,0.558
44628.0,28,41.21116885409158,48.323796914207,55.30906003156482,62.86604127579737,61.04019448181453,13.0,0.0,1.0,F07,0.146
45329.0,6,44.16346570068869,39.15496963704857,47.10473519875477,61.3413612565445,48.97649956267551,11.0,0.0,1.0,F07,0.712
74728.0,19,38.09369943917305,45.17651216400624,34.70692132691312,50.17744497390515,48.92503946774921,21.0,0.0,1.0,F07,0.067
43297.0,17,40.76071963084092,31.52780854630139,51.10489230068111,72.13285457809695,55.18314557849442,12.0,0.0,1.0,F07,0.899
38330.0,13,29.548311672548305,28.2413106350478,25.63494506046772,57.13131313131313,48.07500340182338,18.0,0.0,1.0,F07,0.619
35476.0,16,43.43390110724238,47.15844871496831,39.89110673832868,67.03754469606675,51.35573040380047,10.0,0.0,1.0,F07,0.324
17416.0,25,80.1396043438745,99.38558548074543,35.535826942781526,57.40625,58.226568453136906,3.0,0.0,1.0,F07,0.266
58157.0,9,41.276716478325866,42.45759540153028,45.54329682896171,55.47240051347882,44.107570573139434,15.0,0.0,1.0,F07,0.423
83219.0,12,38.42710441181278,34.456310137067405,40.129689826337604,58.36831275720164,49.112034999744154,23.0,0.0,1.0,F07,0.807
54967.0,30,30.950224934836907,26.658272087811195,27.8558411021797,55.29396511079679,51.711862160371105,24.0,0.0,1.0,F07,0.869
27379.0,21,37.07228654141156,44.84876884351268,32.16337788569515,60.456112852664575,53.27890971304145,10.0,0.0,1.0,F07,0.132
34505.0,29,43.60172777596492,35.89603937642379,40.329326723916715,71.70028275212064,66.31996729155941,9.0,0.0,1.0,F07,0.78
41366.0,36,41.79115525895557,34.94229198300342,43.30923745696219,85.47659126775382,64.71823412648558,11.0,0.0,1.0,F07,0.825
19950.0,24,29.958497835233473,26.61406631039534,37.864473653112135,58.41291585127202,67.30736025353806,12.0,0.0,1.0,F07,0.739
19346.0,27,67.71155041785956,56.01110491313167,68.76287861608222,57.5821325648415,65.05360906967469,4.0,0.0,1.0,F07,0.702
46686.0,32,38.481184834456364,44.2527874527817,39.935884815886205,64.47364341085272,57.00720192051214,14.0,0.0,1.0,F07,0.183
59260.0,33,41.4373781690614,44.878844824584576,36.88261719192073,45.743964421855146,44.00818106967048,15.0,0.0,1.0,F07,0.297
46753.0,8,47.400705113445916,55.56384635519329,45.370836110487524,56.859078590785906,47.36345929972239,10.0,0.0,1.0,F07,0.169
38910.0,14,31.84014068187207,32.044097181768606,29.69924864948971,56.38967786629719,46.007932666451545,16.0,0.0,1.0,F07,0.454
29100.0,26,35.97603863660184,34.942233707299486,35.818632003153425,72.93662628145387,66.71658737024221,11.0,0.0,1.0,F07,0.56
54129.0,17,69.34809321094329,81.8069627612649,93.41532544088336,51.87835926449788,43.15270633397313,6.0,0.0,2.0,F07,0.245
35838.0,25,46.730255838504306,53.4286759207235,44.80183794613359,46.86946107784431,45.991080941219444,9.0,0.0,2.0,F07,0.24
54791.0,20,63.245285120245576,81.63418940746578,61.78193006048311,62.20949263502455,52.196614534025066,7.0,0.0,2.0,F07,0.103
57509.0,21,47.58486155971865,58.540263707605575,39.102103319847714,42.709377901578456,41.28637888131559,11.0,0.0,2.0,F07,0.102
33218.0,23,99.97439462101305,154.16909991580792,149.07879000796643,53.552742616033754,55.74886805688413,3.0,0.0,2.0,F07,0.09
42739.0,15,56.04039503488254,53.988332797522716,73.23074327295993,47.58767507002801,47.14449648137705,8.0,0.0,2.0,F07,0.549
65693.0,29,43.23368243872731,53.70077716692197,38.54916386677643,46.7137669197755,46.89561632627372,15.0,0.0,2.0,F07,0.061
50706.0,26,39.41321799710134,33.16117454099568,28.377220126231357,52.62020766773163,49.27172910904367,15.0,0.0,2.0,F07,0.835
27443.0,32,40.56607605219211,37.2314200041134,42.77645483077512,55.26622989874925,53.69324002033077,9.0,0.0,2.0,F07,0.65
43928.0,12,41.291144527402025,49.84517053881535,37.37093296964738,47.17601380500432,48.18317244666905,12.0,0.0,2.0,F07,0.129
73901.0,19,59.331053155884376,50.99482763346831,46.78594879531168,49.14572864321608,43.50410825137755,10.0,0.0,2.0,F07,0.751
46377.0,11,76.29892144962368,100.21596223706771,68.9407888250622,47.140969162995596,50.98844309752126,5.0,0.0,2.0,F07,0.146
72001.0,24,37.04706633543924,34.599258262364444,36.683450840987426,48.43648449039882,45.06706985009602,21.0,0.0,2.0,F07,0.692
42115.0,18,48.68065539263395,44.40239069389648,43.804532648590275,56.27224513847967,47.49015997810564,9.0,0.0,2.0,F07,0.664
30193.0,34,71.77771722101542,43.00328933131973,57.23601026259975,84.21991701244814,56.51593163114581,4.0,0.0,2.0,F07,0.894
61235.0,9,33.43926177033918,29.44628421742861,35.2213356949935,47.768400604360025,46.630795239152334,23.0,0.0,2.0,F07,0.829
72249.0,10,34.41029403061522,33.58561277573204,37.18089824803834,56.48177339901478,47.226669912923924,24.0,0.0,2.0,F07,0.602
77146.0,22,43.91843474127547,40.65289531533646,39.00023385426016,52.876352902591016,44.746570127042226,16.0,0.0,2.0,F07,0.686
44541.0,30,90.98371765705221,86.8832445538495,85.7242649772076,55.47908232118758,48.741071847576144,4.0,0.0,2.0,F07,0.549
19990.0,12,38.195181797697956,45.391149497205234,38.19371718157599,56.8733986435569,61.61692724158886,9.0,0.0,3.0,F07,0.167
26269.0,42,49.16915789292827,47.18065731344459,23.051947391230325,52.54146806482364,45.00262234235688,6.0,0.0,3.0,F07,0.539
30373.0,53,45.13934034600616,44.86515781221688,39.546470995946656,57.62290502793296,54.89043356152361,8.0,0.0,3.0,F07,0.51
16778.0,28,27.345834324842187,26.164164120128415,19.4808098591985,54.70153496304719,62.5846349802239,13.0,0.0,3.0,F07,0.608
31359.0,49,74.73162153987336,58.61447472793299,68.91913842139766,64.4326923076923,54.02180074885398,4.0,0.0,3.0,F07,0.745
50939.0,25,41.00194787838158,44.92762794631644,36.166079535260124,58.7426326129666,53.9216021065191,14.0,0.0,3.0,F07,0.28
42514.0,9,43.09087491140551,46.76505897476601,38.92483097763495,54.51815642458101,58.95168760778517,11.0,0.0,3.0,F07,0.31
48407.0,21,34.14115596602824,29.953993703727892,31.79220473520654,58.45772266065389,56.39764904533056,18.0,0.0,3.0,F07,0.794
89846.0,17,42.11961479518232,36.683183875060664,43.65714434855929,58.88671397112797,50.76448771974142,20.0,0.0,3.0,F07,0.823
45806.0,39,33.8685412256849,33.313403991603366,32.19174542610759,46.687230514096186,49.56592728104276,18.0,0.0,3.0,F07,0.544
14684.0,41,32.079719336683155,33.34743870717234,31.428756129935998,56.41649196366178,51.312052117263846,7.0,0.0,3.0,F07,0.416
58930.0,13,48.93643832617254,36.48740502168639,38.136633900621895,45.69733534439417,55.10481616476167,12.0,0.0,3.0,F07,0.916
45748.0,32,44.720002984114984,53.73719787500824,37.16217355928386,49.4749430523918,54.11057780635679,11.0,0.0,3.0,F07,0.134
43746.0,8,111.47729884899344,134.1396243521082,29.69323679124143,66.20499108734403,54.99968855561678,3.0,0.0,3.0,F07,0.311
47073.0,36,44.379725199249016,36.13517252979821,44.473561640979995,53.27777777777778,47.633550560801524,11.0,0.0,3.0,F07,0.857
35023.0,54,51.6502587549189,38.550304692651245,45.3808851225416,62.26659038901602,49.17015818725951,7.0,0.0,3.0,F07,0.873
53530.0,48,78.16755475570282,81.23076805008371,69.06941210704215,57.68394648829432,47.79979906487886,5.0,0.0,3.0,F07,0.435
37163.0,56,43.43457672140049,42.1322623596991,26.852235675844735,60.677830188679245,47.12299132988788,10.0,0.0,3.0,F07,0.565
33586.0,33,26.743596627523825,25.604380979082006,25.342307425267457,57.7630615640599,52.073340874811464,21.0,0.0,3.0,F07,0.605
40808.0,30,39.79400059624256,36.5845212649616,42.13902541876138,56.86169284467714,51.0624166239097,12.0,0.0,3.0,F07,0.683
54245.0,51,47.179537367674875,55.82442273195554,63.11381161829108,46.99384885764499,43.55072546992841,11.0,0.0,3.0,F07,0.168
53211.0,26,27.695579318920224,30.257258645942123,28.738981867540794,62.46178861788618,55.58622381877785,29.0,0.0,3.0,F07,0.197
45323.0,27,40.593459938970625,43.44877062568575,39.89695164409412,63.466914805624484,58.57929689314076,13.0,0.0,3.0,F07,0.331
49723.0,40,45.86272838027899,40.30819551489378,40.05146511450519,52.80438842203548,50.68619467533016,12.0,0.0,3.0,F07,0.758
28933.0,47,42.820839416064075,41.252195883121836,44.40478421080479,54.66606170598911,44.60855310563482,8.0,0.0,3.0,F07,0.551
30620.0,11,35.527869276249504,34.1728982873944,37.74478433415107,68.67928541046363,65.13610916724983,13.0,0.0,3.0,F07,0.567
42108.0,35,48.830189609503435,57.87699417867033,72.72156512429027,50.6662927650028,46.60609753064929,9.0,0.0,3.0,F07,0.185
56292.0,23,44.256773761463,49.97018351007569,46.589652360184445,50.49896136269215,50.56613844870726,13.0,0.0,3.0,F07,0.221
32377.0,19,32.96865956546639,37.91466814223056,32.41653560002941,52.4757822546078,58.11441798941799,14.0,0.0,3.0,F07,0.187
39629.0,43,50.64533166784306,60.96708065546274,71.92455730810244,48.01374775851763,49.87792854871197,9.0,0.0,3.0,F07,0.163
41311.0,22,39.595786905193364,35.76311345023334,31.698480022368166,58.92725880551302,54.73488611504311,13.0,0.0,3.0,F07,0.711
49679.0,16,43.63590341398144,40.53948385842853,46.10296832874756,56.09546351084813,54.07065217391305,12.0,0.0,3.0,F07,0.659
32842.0,14,40.25945097212282,43.51088981396079,28.113935970960974,67.87993421052632,59.308458033030604,10.0,0.0,3.0,F07,0.357
29626.0,52,50.38228044365982,40.137464777227436,64.98119948158585,40.6913680781759,47.690669805264285,7.0,0.0,3.0,F07,0.794
20672.0,37,45.27684232951953,46.53486151957713,51.385455237929136,50.180851063829785,54.12903225806452,8.0,0.0,3.0,F07,0.438
42565.0,15,39.343920412720784,40.33371615504087,41.03371759709882,60.237662337662336,62.38223985803717,13.0,0.0,3.0,F07,0.434
23537.0,54,51.21101512875502,51.14710944187292,25.6183969818223,49.51119402985075,48.928109406764,6.0,0.0,4.0,F07,0.513
20755.0,17,46.486826493292384,34.46294542885912,30.657248065369142,58.93988684582744,57.06437291897891,7.0,0.0,4.0,F07,0.867
49918.0,9,38.036133490248254,31.358722450811836,39.37246637883308,70.70601653835186,54.84160376965097,15.0,0.0,4.0,F07,0.871
26608.0,13,39.71171779331866,34.534034996675736,30.91267915820403,57.85954381752701,58.05484401975348,9.0,0.0,4.0,F07,0.752
55527.0,16,40.55030842589442,41.158273177915575,42.48321331733708,46.92938420348059,48.658125928852265,15.0,0.0,4.0,F07,0.465
43421.0,38,43.47421619141653,46.63940270373343,35.137625904488296,54.01782077393075,47.023694624071034,11.0,0.0,4.0,F07,0.358
17854.0,43,22.394200556916218,27.333365529774536,20.877749899044314,52.561052631578946,56.7836325627152,18.0,0.0,4.0,F07,0.052
61052.0,30,39.36781783081654,36.07769598721514,41.71269365316564,49.541415423675026,49.17818847085528,16.0,0.0,4.0,F07,0.721
48718.0,60,104.3210965674891,89.716402335967,100.91208012425858,59.23519163763066,49.08553445700875,3.0,0.0,4.0,F07,0.626
56035.0,32,29.83103084951099,31.416651354752403,34.61451089874233,52.31184703331362,52.622765163470284,26.0,0.0,4.0,F07,0.337
33621.0,28,50.911735211908926,59.67583684308936,47.78633477282203,42.9739837398374,55.269467504182316,7.0,0.0,4.0,F07,0.261
53146.0,39,37.23446393508081,39.62894575528766,39.57740419971408,54.8171771392485,48.826098884947776,17.0,0.0,4.0,F07,0.319
24754.0,41,34.57825685587065,38.72484609536837,39.17694225648644,49.62051569506726,46.93255387837012,11.0,0.0,4.0,F07,0.256
32698.0,25,46.28728454584423,52.879945189881546,46.34322746768068,52.565649867374006,55.96704644482458,8.0,0.0,4.0,F07,0.284
47149.0,58,89.25255316468824,65.27381708055837,83.58298349189874,48.99470899470899,49.99107656879678,4.0,0.0,4.0,F07,0.798
49042.0,49,41.47412624572523,42.78989055281539,39.39752838366495,45.90653008962868,52.92931442593759,14.0,0.0,4.0,F07,0.431
66261.0,44,54.88352201304647,42.84701356147387,57.80982241545463,43.86179981634527,45.340445081214085,10.0,0.0,4.0,F07,0.882
27105.0,12,39.080150350691795,43.595724821966,36.202321850164566,62.794582392776526,58.8717708211201,9.0,0.0,4.0,F07,0.264
66409.0,22,37.591562396692254,32.50269556465962,30.295206125246267,52.50737684421105,53.22258375887408,20.0,0.0,4.0,F07,0.846
26305.0,15,53.931151378045605,32.90449590323887,32.77439930463658,60.18515123739688,59.91910287424658,6.0,0.0,4.0,F07,0.928
32861.0,45,37.18940168973448,49.59970123501659,38.308122103918116,54.55965500718735,58.29001477864165,11.0,0.0,4.0,F07,0.046
26118.0,51,73.3736457569081,84.661263961277,17.102631376487068,46.21272365805169,48.725516457648446,4.0,0.0,4.0,F07,0.318
41443.0,46,52.904437868722034,52.81701367252667,31.30493471987465,58.0152198421646,50.52632923029777,8.0,0.0,4.0,F07,0.508
41851.0,10,40.42560773144503,33.66632190458678,58.551508563395544,46.30577367205543,45.45056426645361,12.0,0.0,4.0,F07,0.816
45967.0,57,85.97307635753491,129.5929975556933,94.23988159983566,53.86004514672686,44.13698222821985,4.0,0.0,4.0,F07,0.045
61783.0,11,40.92105109359649,46.10491915593687,43.93277493627279,46.99019316493313,47.173575781997684,16.0,0.0,4.0,F07,0.196
32378.0,36,36.72700345998002,20.816115950571078,34.47447387547658,56.76964903608502,51.30800183198116,12.0,0.0,4.0,F07,0.991
33772.0,42,41.654528318700244,34.606240690886665,50.03263655088422,54.25119490175252,53.23251803073064,10.0,0.0,4.0,F07,0.803
72504.0,14,33.818366647507005,32.863479160537594,35.62803704892556,57.78301359657292,50.25755293448913,25.0,0.0,4.0,F07,0.599
33429.0,37,52.37688068548561,40.753023079365384,56.7185507881019,62.35854765506808,57.58633355498559,7.0,0.0,4.0,F07,0.842
40582.0,53,31.957230974634776,35.90010163846583,31.61649614814083,49.11917258413091,46.58392068778561,17.0,0.0,4.0,F07,0.18
30092.0,48,38.89862868964099,25.63038531650803,37.30682924009479,54.28129994672349,48.54033929261354,10.0,0.0,4.0,F07,0.969
27995.0,20,48.40954526642135,54.44002496657725,42.14165399186681,59.565284178187405,61.0866694653284,7.0,0.0,4.0,F07,0.321
59635.0,31,39.30507639493657,27.827933952485346,43.312521625327086,52.86390149060272,50.0107440189291,16.0,0.0,5.0,F07,0.979
