Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
54289.0,27,37.72058937865989,38.27940044897796,45.62518631625252,58.514881865602945,46.71610429447853,17.0,0.0,0.0,C05,0.449
57163.0,28,43.65155169089879,49.33412714172205,34.19906168615787,51.01375176304654,51.53946890438826,14.0,0.0,0.0,C05,0.207
96966.0,14,40.46894780819553,42.70589224335303,54.834705934471046,54.185152057245084,42.76369816020857,22.0,0.0,0.0,C05,0.335
81982.0,35,62.23146557017099,64.99540676845314,93.47280423537845,47.18269653052262,45.72018486510859,10.0,0.0,0.0,C05,0.423
53229.0,9,48.405999922699515,33.166871435050105,61.58316503868921,48.56749311294766,44.43990642362803,11.0,0.0,0.0,C05,0.951
48701.0,12,44.0900145177566,47.592488634053375,44.566502948757,44.715030408340574,45.18446996428648,11.0,0.0,0.0,C05,0.328
39019.0,31,47.72592211956169,49.598478339307775,39.17897988539893,66.41468005018821,52.68034504998388,9.0,0.0,0.0,C05,0.397
45829.0,32,73.31862104550667,66.11532351860733,101.82399356704487,63.859911894273125,52.91514661740938,5.0,0.0,0.0,C05,0.624
48002.0,15,55.118417802592276,45.67040041221551,64.65380594607265,62.43082021541011,46.681663597963826,8.0,0.0,0.0,C05,0.79
104304.0,13,48.43989626640728,49.95479936669833,42.06789953843299,52.24904423812124,43.04077187956795,17.0,0.0,0.0,C05,0.426
60571.0,36,65.5854377622088,61.14354516588818,72.23900711244062,44.71734475374733,44.50599822779633,7.0,0.0,0.0,C05,0.626
24925.0,10,54.6851672133728,46.87587004954991,45.814036708047595,63.55467869222097,60.79892670045572,5.0,0.0,0.0,C05,0.699
34531.0,33,67.01916780149242,59.762080423255796,70.32359897433221,61.13993871297242,49.284427205814985,5.0,0.0,0.0,C05,0.646
38860.0,17,29.292754525966714,29.571534214066908,33.83596993745987,62.29066575154427,48.828619909502265,19.0,0.0,0.0,C05,0.466
68688.0,8,41.670173426787265,43.59729665870748,40.846591833282574,52.41071902361369,46.45567887866209,17.0,0.0,0.0,C05,0.389
98406.0,19,39.18419829542115,42.39241157324724,33.52987099836123,53.0906781317178,47.38010947385948,24.0,0.0,0.0,C05,0.258
48207.0,20,39.11296503451342,29.00754209767147,30.52979841547843,61.56185012549301,50.58974857019532,14.0,0.0,0.0,C05,0.953
44294.0,37,40.04987464440431,34.88770999695022,35.618589916188036,54.71212121212121,50.93055948674403,13.0,0.0,0.0,C05,0.774
81250.0,29,82.5633783279568,86.47547591048908,74.5533173818439,41.396534148827726,48.487983320697495,6.0,0.0,0.0,C05,0.419
77582.0,24,42.16567585709709,42.20516251647334,46.67108181555289,57.69698692438886,52.210450899254084,18.0,0.0,0.0,C05,0.502
46258.0,22,45.74021705939257,44.51481588068407,47.52802306775368,63.320454545454545,56.11134373381959,11.0,0.0,1.0,C05,0.552
39103.0,35,42.34185051249966,41.789195694754774,48.35828015005618,52.437361419068736,55.46722634807879,10.0,0.0,1.0,C05,0.515
44628.0,28,41.03092406360231,48.323796914207,36.986989007097826,62.86604127579737,61.04019448181453,13.0,0.0,1.0,C05,0.147
45329.0,6,43.88455619461466,39.15496963704857,37.95539995603504,61.3413612565445,48.97649956267551,11.0,0.0,1.0,C05,0.71
74728.0,19,38.30582332021698,45.17651216400624,33.79005007645714,50.17744497390515,48.92503946774921,21.0,0.0,1.0,C05,0.085
43297.0,17,41.32818343833937,31.52780854630139,47.468156637862705,72.13285457809695,55.18314557849442,12.0,0.0,1.0,C05,0.916
38330.0,13,29.42210994713698,28.2413106350478,29.894079928959425,57.13131313131313,48.07500340182338,18.0,0.0,1.0,C05,0.607
35476.0,16,43.67346923574762,47.15844871496831,40.79541520230306,67.03754469606675,51.35573040380047,10.0,0.0,1.0,C05,0.342
17416.0,25,82.89418404156339,99.38558548074543,68.13807426523863,57.40625,58.226568453136906,3.0,0.0,1.0,C05,0.292
