Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
54289.0,27,37.53474062119431,38.27940044897796,28.9917261868631,58.514881865602945,46.71610429447853,17.0,0.0,0.0,E05,0.454
57163.0,28,43.96255032978421,49.33412714172205,40.3492047811692,51.01375176304654,51.53946890438826,14.0,0.0,0.0,E05,0.243
96966.0,14,40.54133898989888,42.70589224335303,34.61934987522297,54.185152057245084,42.76369816020857,22.0,0.0,0.0,E05,0.319
81982.0,35,61.92387861239367,64.99540676845314,61.694282254620795,47.18269653052262,45.72018486510859,10.0,0.0,0.0,E05,0.408
53229.0,9,48.097658386907916,33.166871435050105,45.495211902587144,48.56749311294766,44.43990642362803,11.0,0.0,0.0,E05,0.957
48701.0,12,44.119186889075536,47.592488634053375,51.12618127624068,44.715030408340574,45.18446996428648,11.0,0.0,0.0,E05,0.35
39019.0,31,47.64788598914712,49.598478339307775,55.22221724356013,66.41468005018821,52.68034504998388,9.0,0.0,0.0,E05,0.418
45829.0,32,73.82307159788537,66.11532351860733,58.60445816697484,63.859911894273125,52.91514661740938,5.0,0.0,0.0,E05,0.621
48002.0,15,55.55474809546286,45.67040041221551,39.71274532952117,62.43082021541011,46.681663597963826,8.0,0.0,0.0,E05,0.804
104304.0,13,49.14551297613083,49.95479936669833,43.94958701491371,52.24904423812124,43.04077187956795,17.0,0.0,0.0,E05,0.462
60571.0,36,64.73840247706423,61.14354516588818,46.535679856339584,44.71734475374733,44.50599822779633,7.0,0.0,0.0,E05,0.595
24925.0,10,54.54204519321027,46.87587004954991,54.27074972678237,63.55467869222097,60.79892670045572,5.0,0.0,0.0,E05,0.669
34531.0,33,65.96703159069199,59.762080423255796,28.48646699095739,61.13993871297242,49.284427205814985,5.0,0.0,0.0,E05,0.636
38860.0,17,29.01843636503222,29.571534214066908,32.03485364295907,62.29066575154427,48.828619909502265,19.0,0.0,0.0,E05,0.449
68688.0,8,41.854259724341766,43.59729665870748,42.987742262346174,52.41071902361369,46.45567887866209,17.0,0.0,0.0,E05,0.388
98406.0,19,39.583815854225556,42.39241157324724,45.823730675351335,53.0906781317178,47.38010947385948,24.0,0.0,0.0,E05,0.27
48207.0,20,39.42553775042026,29.00754209767147,38.795573218109276,61.56185012549301,50.58974857019532,14.0,0.0,0.0,E05,0.947
44294.0,37,40.09769635233398,34.88770999695022,36.758648671196795,54.71212121212121,50.93055948674403,13.0,0.0,0.0,E05,0.773
81250.0,29,82.32017437658702,86.47547591048908,95.88596938137619,41.396534148827726,48.487983320697495,6.0,0.0,0.0,E05,0.419
77582.0,24,42.0325869349319,42.20516251647334,51.848551497674045,57.69698692438886,52.210450899254084,18.0,0.0,0.0,E05,0.496
46258.0,22,46.12470237107124,44.51481588068407,37.624084035441136,63.320454545454545,56.11134373381959,11.0,0.0,1.0,E05,0.567
39103.0,35,42.836808079861584,41.789195694754774,45.92179611652515,52.437361419068736,55.46722634807879,10.0,0.0,1.0,E05,0.56
44628.0,28,40.94792911597334,48.323796914207,44.863641268875504,62.86604127579737,61.04019448181453,13.0,0.0,1.0,E05,0.153
45329.0,6,44.212354030354426,39.15496963704857,31.11716282568244,61.3413612565445,48.97649956267551,11.0,0.0,1.0,E05,0.724
74728.0,19,38.07736802297318,45.17651216400624,34.346477477363464,50.17744497390515,48.92503946774921,21.0,0.0,1.0,E05,0.063
43297.0,17,41.173310022579436,31.52780854630139,38.54848357087482,72.13285457809695,55.18314557849442,12.0,0.0,1.0,E05,0.9
38330.0,13,29.366534131783737,28.2413106350478,27.54872344382775,57.13131313131313,48.07500340182338,18.0,0.0,1.0,E05,0.623
35476.0,16,43.59174264824955,47.15844871496831,50.40800396984948,67.03754469606675,51.35573040380047,10.0,0.0,1.0,E05,0.332
17416.0,25,79.94434198432631,99.38558548074543,122.00182979933452,57.40625,58.226568453136906,3.0,0.0,1.0,E05,0.275
58157.0,9,40.93935748769015,42.45759540153028,45.576662296270925,55.47240051347882,44.107570573139434,15.0,0.0,1.0,E05,0.402
83219.0,12,38.392557131513094,34.456310137067405,28.400451139936497,58.36831275720164,49.112034999744154,23.0,0.0,1.0,E05,0.807
54967.0,30,30.923693776239173,26.658272087811195,32.28770249981427,55.29396511079679,51.711862160371105,24.0,0.0,1.0,E05,0.875
27379.0,21,37.28975729529275,44.84876884351268,32.66645719220109,60.456112852664575,53.27890971304145,10.0,0.0,1.0,E05,0.138
34505.0,29,43.76106035633578,35.89603937642379,43.519356831239776,71.70028275212064,66.31996729155941,9.0,0.0,1.0,E05,0.821
41366.0,36,41.7862768084101,34.94229198300342,30.987438184865347,85.47659126775382,64.71823412648558,11.0,0.0,1.0,E05,0.816
19950.0,24,29.787328121748736,26.61406631039534,24.83236425804046,58.41291585127202,67.30736025353806,12.0,0.0,1.0,E05,0.72
19346.0,27,66.33258563323703,56.01110491313167,47.7351746148294,57.5821325648415,65.05360906967469,4.0,0.0,1.0,E05,0.673
46686.0,32,38.61880051302267,44.2527874527817,42.4917910510298,64.47364341085272,57.00720192051214,14.0,0.0,1.0,E05,0.175
59260.0,33,41.75816900394383,44.878844824584576,35.0335022034525,45.743964421855146,44.00818106967048,15.0,0.0,1.0,E05,0.311
46753.0,8,47.07491712596204,55.56384635519329,38.882004201155276,56.859078590785906,47.36345929972239,10.0,0.0,1.0,E05,0.183
38910.0,14,31.89558232940253,32.044097181768606,33.465388139286325,56.38967786629719,46.007932666451545,16.0,0.0,1.0,E05,0.483
29100.0,26,35.75489820333564,34.942233707299486,47.533858561381976,72.93662628145387,66.71658737024221,11.0,0.0,1.0,E05,0.536
54129.0,17,70.13285478021133,81.8069627612649,77.90750446474847,51.87835926449788,43.15270633397313,6.0,0.0,2.0,E05,0.275
35838.0,25,47.02495840098596,53.4286759207235,50.46080575357957,46.86946107784431,45.991080941219444,9.0,0.0,2.0,E05,0.255
54791.0,20,63.9425467697229,81.63418940746578,56.920269902821246,62.20949263502455,52.196614534025066,7.0,0.0,2.0,E05,0.118
57509.0,21,47.559401513433045,58.540263707605575,42.298222392433,42.709377901578456,41.28637888131559,11.0,0.0,2.0,E05,0.091
33218.0,23,101.41243632386688,154.16909991580792,166.42903981315757,53.552742616033754,55.74886805688413,3.0,0.0,2.0,E05,0.1
42739.0,15,56.320966391848636,53.988332797522716,41.90746829937012,47.58767507002801,47.14449648137705,8.0,0.0,2.0,E05,0.564
65693.0,29,43.02052565217293,53.70077716692197,47.27808681108595,46.7137669197755,46.89561632627372,15.0,0.0,2.0,E05,0.064
50706.0,26,39.78516207209675,33.16117454099568,56.70456328199343,52.62020766773163,49.27172910904367,15.0,0.0,2.0,E05,0.853
27443.0,32,41.327669753792826,37.2314200041134,57.30925432959464,55.26622989874925,53.69324002033077,9.0,0.0,2.0,E05,0.69
43928.0,12,41.575576069178766,49.84517053881535,44.751189577194765,47.17601380500432,48.18317244666905,12.0,0.0,2.0,E05,0.118
73901.0,19,58.87134814658873,50.99482763346831,70.73158163297977,49.14572864321608,43.50410825137755,10.0,0.0,2.0,E05,0.744
46377.0,11,75.2311002263608,100.21596223706771,103.54742857223623,47.140969162995596,50.98844309752126,5.0,0.0,2.0,E05,0.133
72001.0,24,37.23631273707612,34.599258262364444,40.27720677148994,48.43648449039882,45.06706985009602,21.0,0.0,2.0,E05,0.704
42115.0,18,48.885043243997885,44.40239069389648,53.17373787065921,56.27224513847967,47.49015997810564,9.0,0.0,2.0,E05,0.676
30193.0,34,74.01307940670185,43.00328933131973,88.35667722403937,84.21991701244814,56.51593163114581,4.0,0.0,2.0,E05,0.901
61235.0,9,33.24584151552149,29.44628421742861,33.10238147641329,47.768400604360025,46.630795239152334,23.0,0.0,2.0,E05,0.831
72249.0,10,34.38841993941224,33.58561277573204,39.34688153123834,56.48177339901478,47.226669912923924,24.0,0.0,2.0,E05,0.577
77146.0,22,43.98222726955697,40.65289531533646,42.832239965378605,52.876352902591016,44.746570127042226,16.0,0.0,2.0,E05,0.685
44541.0,30,89.39032789203816,86.8832445538495,91.01600249180903,55.47908232118758,48.741071847576144,4.0,0.0,2.0,E05,0.519
19990.0,12,38.00409796581805,45.391149497205234,40.21388414107242,56.8733986435569,61.61692724158886,9.0,0.0,3.0,E05,0.19
26269.0,42,49.31897308495193,47.18065731344459,55.422011725711,52.54146806482364,45.00262234235688,6.0,0.0,3.0,E05,0.535
