Area_of_Cytoplasm,Label,Number_of_pbodies_cytoplasm,Number_of_pbodies_in_Nucleus,Number_of_pbodies_unshrunken_Nucleus,Number_of_pbodies_unshrunken_cytoplasm,SiteX,SiteY,Well
56329.0,27,17.0,0.0,0.0,17.0,0.0,0.0,D03
59176.0,28,13.0,1.0,1.0,13.0,0.0,0.0,D03
99113.0,14,21.0,1.0,1.0,21.0,0.0,0.0,D03
84039.0,35,10.0,0.0,0.0,10.0,0.0,0.0,D03
55073.0,9,11.0,0.0,0.0,11.0,0.0,0.0,D03
50550.0,12,11.0,0.0,1.0,10.0,0.0,0.0,D03
40721.0,31,9.0,0.0,1.0,8.0,0.0,0.0,D03
47879.0,32,5.0,0.0,0.0,5.0,0.0,0.0,D03
49745.0,15,8.0,0.0,3.0,5.0,0.0,0.0,D03
106593.0,13,17.0,0.0,1.0,16.0,0.0,0.0,D03
16255.0,21,0.0,0.0,0.0,0.0,0.0,0.0,D03
17986.0,11,0.0,0.0,0.0,0.0,0.0,0.0,D03
62365.0,36,7.0,0.0,0.0,7.0,0.0,0.0,D03
26279.0,10,5.0,0.0,0.0,5.0,0.0,0.0,D03
36233.0,33,5.0,0.0,0.0,5.0,0.0,0.0,D03
40482.0,17,17.0,2.0,4.0,15.0,0.0,0.0,D03
70793.0,8,17.0,0.0,0.0,17.0,0.0,0.0,D03
100586.0,19,24.0,0.0,1.0,23.0,0.0,0.0,D03
49977.0,20,14.0,0.0,2.0,12.0,0.0,0.0,D03
46116.0,37,13.0,0.0,2.0,11.0,0.0,0.0,D03
83167.0,29,6.0,0.0,0.0,6.0,0.0,0.0,D03
80142.0,24,18.0,0.0,2.0,16.0,0.0,0.0,D03
48016.0,22,10.0,1.0,2.0,9.0,0.0,1.0,D03
40853.0,35,10.0,0.0,1.0,9.0,0.0,1.0,D03
46776.0,28,13.0,0.0,1.0,12.0,0.0,1.0,D03
47121.0,6,11.0,0.0,0.0,11.0,0.0,1.0,D03
77467.0,19,21.0,0.0,1.0,20.0,0.0,1.0,D03
45142.0,17,12.0,0.0,1.0,11.0,0.0,1.0,D03
39786.0,13,16.0,2.0,5.0,13.0,0.0,1.0,D03
37191.0,16,10.0,0.0,0.0,10.0,0.0,1.0,D03
19001.0,25,3.0,0.0,0.0,3.0,0.0,1.0,D03
37463.0,7,2.0,0.0,0.0,2.0,0.0,1.0,D03
60194.0,9,13.0,2.0,4.0,11.0,0.0,1.0,D03
86982.0,12,20.0,3.0,7.0,16.0,0.0,1.0,D03
57037.0,30,24.0,0.0,0.0,24.0,0.0,1.0,D03
28947.0,21,10.0,0.0,0.0,10.0,0.0,1.0,D03
35897.0,29,7.0,2.0,3.0,6.0,0.0,1.0,D03
42842.0,36,10.0,1.0,2.0,9.0,0.0,1.0,D03
21498.0,24,10.0,2.0,3.0,9.0,0.0,1.0,D03
21053.0,27,3.0,1.0,1.0,3.0,0.0,1.0,D03
48294.0,32,13.0,1.0,2.0,12.0,0.0,1.0,D03
61349.0,33,15.0,0.0,0.0,15.0,0.0,1.0,D03
48749.0,8,9.0,1.0,1.0,9.0,0.0,1.0,D03
40557.0,14,16.0,0.0,3.0,13.0,0.0,1.0,D03
30375.0,26,11.0,0.0,1.0,10.0,0.0,1.0,D03
56001.0,17,6.0,0.0,0.0,6.0,0.0,2.0,D03
38645.0,25,9.0,0.0,0.0,9.0,0.0,2.0,D03
56643.0,20,6.0,1.0,1.0,6.0,0.0,2.0,D03
37309.0,28,1.0,0.0,0.0,1.0,0.0,2.0,D03
59230.0,21,11.0,0.0,0.0,11.0,0.0,2.0,D03
34993.0,23,3.0,0.0,0.0,3.0,0.0,2.0,D03
44462.0,15,8.0,0.0,1.0,7.0,0.0,2.0,D03
67725.0,29,14.0,1.0,1.0,14.0,0.0,2.0,D03
53069.0,26,15.0,0.0,4.0,11.0,0.0,2.0,D03
29219.0,32,9.0,0.0,1.0,8.0,0.0,2.0,D03
45583.0,12,12.0,0.0,0.0,12.0,0.0,2.0,D03
75998.0,19,10.0,0.0,0.0,10.0,0.0,2.0,D03
48518.0,11,5.0,0.0,1.0,4.0,0.0,2.0,D03
74122.0,24,21.0,0.0,1.0,20.0,0.0,2.0,D03
43954.0,18,9.0,0.0,0.0,9.0,0.0,2.0,D03
31761.0,34,4.0,0.0,1.0,3.0,0.0,2.0,D03
63564.0,9,23.0,0.0,0.0,23.0,0.0,2.0,D03
74569.0,10,23.0,1.0,1.0,23.0,0.0,2.0,D03
79290.0,22,15.0,1.0,1.0,15.0,0.0,2.0,D03
46356.0,30,4.0,0.0,0.0,4.0,0.0,2.0,D03
21789.0,12,9.0,0.0,2.0,7.0,0.0,3.0,D03
27697.0,42,6.0,0.0,1.0,5.0,0.0,3.0,D03
32124.0,53,8.0,0.0,1.0,7.0,0.0,3.0,D03
18560.0,28,10.0,3.0,3.0,10.0,0.0,3.0,D03
33114.0,49,3.0,1.0,1.0,3.0,0.0,3.0,D03
53087.0,25,14.0,0.0,0.0,14.0,0.0,3.0,D03
44367.0,9,10.0,1.0,1.0,10.0,0.0,3.0,D03
50536.0,21,18.0,0.0,0.0,18.0,0.0,3.0,D03
92340.0,17,20.0,0.0,1.0,19.0,0.0,3.0,D03
47786.0,39,17.0,1.0,2.0,16.0,0.0,3.0,D03
15523.0,41,7.0,0.0,0.0,7.0,0.0,3.0,D03
61258.0,13,12.0,0.0,1.0,11.0,0.0,3.0,D03
47862.0,32,11.0,0.0,0.0,11.0,0.0,3.0,D03
45664.0,8,3.0,0.0,0.0,3.0,0.0,3.0,D03
48940.0,36,10.0,1.0,1.0,10.0,0.0,3.0,D03
37136.0,54,5.0,2.0,4.0,3.0,0.0,3.0,D03
55208.0,48,5.0,0.0,0.0,5.0,0.0,3.0,D03
38819.0,56,10.0,0.0,0.0,10.0,0.0,3.0,D03
35245.0,33,18.0,3.0,7.0,14.0,0.0,3.0,D03
42547.0,30,12.0,0.0,0.0,12.0,0.0,3.0,D03
56158.0,51,11.0,0.0,0.0,11.0,0.0,3.0,D03
55394.0,26,28.0,1.0,4.0,25.0,0.0,3.0,D03
47476.0,27,13.0,0.0,1.0,12.0,0.0,3.0,D03
51960.0,40,12.0,0.0,0.0,12.0,0.0,3.0,D03
30064.0,47,8.0,0.0,0.0,8.0,0.0,3.0,D03
32610.0,11,13.0,0.0,1.0,12.0,0.0,3.0,D03
43921.0,35,9.0,0.0,0.0,9.0,0.0,3.0,D03
58540.0,23,12.0,1.0,2.0,11.0,0.0,3.0,D03
34333.0,19,12.0,2.0,4.0,10.0,0.0,3.0,D03
41430.0,43,9.0,0.0,0.0,9.0,0.0,3.0,D03
43759.0,22,13.0,0.0,0.0,13.0,0.0,3.0,D03
51614.0,16,12.0,0.0,0.0,12.0,0.0,3.0,D03
34662.0,14,10.0,0.0,0.0,10.0,0.0,3.0,D03
31131.0,52,7.0,0.0,0.0,7.0,0.0,3.0,D03
22375.0,37,8.0,0.0,1.0,7.0,0.0,3.0,D03
44467.0,15,11.0,2.0,2.0,11.0,0.0,3.0,D03
25338.0,54,6.0,0.0,0.0,6.0,0.0,4.0,D03
22487.0,17,7.0,0.0,1.0,6.0,0.0,4.0,D03
51795.0,9,15.0,0.0,0.0,15.0,0.0,4.0,D03
28185.0,13,7.0,2.0,4.0,5.0,0.0,4.0,D03
57700.0,16,15.0,0.0,1.0,14.0,0.0,4.0,D03
45300.0,38,11.0,0.0,0.0,11.0,0.0,4.0,D03
19356.0,43,11.0,7.0,9.0,9.0,0.0,4.0,D03
62995.0,30,16.0,0.0,0.0,16.0,0.0,4.0,D03
50452.0,60,3.0,0.0,0.0,3.0,0.0,4.0,D03
58122.0,32,26.0,0.0,0.0,26.0,0.0,4.0,D03
35470.0,28,5.0,2.0,2.0,5.0,0.0,4.0,D03
38822.0,56,2.0,0.0,0.0,2.0,0.0,4.0,D03
55165.0,39,17.0,0.0,1.0,16.0,0.0,4.0,D03
26489.0,41,11.0,0.0,2.0,9.0,0.0,4.0,D03
34399.0,25,8.0,0.0,0.0,8.0,0.0,4.0,D03
49020.0,58,4.0,0.0,0.0,4.0,0.0,4.0,D03
51523.0,49,11.0,3.0,3.0,11.0,0.0,4.0,D03
68222.0,44,10.0,0.0,0.0,10.0,0.0,4.0,D03
28527.0,12,8.0,1.0,2.0,7.0,0.0,4.0,D03
68507.0,22,20.0,0.0,1.0,19.0,0.0,4.0,D03
28122.0,15,6.0,0.0,0.0,6.0,0.0,4.0,D03
34507.0,45,11.0,0.0,2.0,9.0,0.0,4.0,D03
27508.0,51,3.0,1.0,1.0,3.0,0.0,4.0,D03
43543.0,46,8.0,0.0,0.0,8.0,0.0,4.0,D03
43568.0,10,12.0,0.0,0.0,12.0,0.0,4.0,D03
47944.0,57,4.0,0.0,0.0,4.0,0.0,4.0,D03
63913.0,11,16.0,0.0,0.0,16.0,0.0,4.0,D03
34101.0,36,11.0,1.0,2.0,10.0,0.0,4.0,D03
35540.0,42,10.0,0.0,0.0,10.0,0.0,4.0,D03
74555.0,14,25.0,0.0,0.0,25.0,0.0,4.0,D03
35199.0,37,7.0,0.0,2.0,5.0,0.0,4.0,D03
42340.0,53,17.0,0.0,0.0,17.0,0.0,4.0,D03
31595.0,48,10.0,0.0,1.0,9.0,0.0,4.0,D03
29693.0,20,7.0,0.0,0.0,7.0,0.0,4.0,D03
62019.0,31,15.0,1.0,1.0,15.0,0.0,5.0,D03
61792.0,27,25.0,0.0,0.0,25.0,0.0,5.0,D03
67739.0,43,17.0,0.0,2.0,15.0,0.0,5.0,D03
38065.0,33,10.0,0.0,0.0,10.0,0.0,5.0,D03
83543.0,8,18.0,0.0,0.0,18.0,0.0,5.0,D03
46857.0,20,10.0,2.0,2.0,10.0,0.0,5.0,D03
58671.0,17,13.0,0.0,0.0,13.0,0.0,5.0,D03
30922.0,34,5.0,0.0,0.0,5.0,0.0,5.0,D03
76250.0,11,18.0,0.0,2.0,16.0,0.0,5.0,D03
65270.0,30,33.0,1.0,2.0,32.0,0.0,5.0,D03
56356.0,28,11.0,0.0,0.0,11.0,0.0,5.0,D03
79191.0,9,28.0,0.0,0.0,28.0,0.0,5.0,D03
57386.0,29,13.0,0.0,1.0,12.0,0.0,5.0,D03
57444.0,40,7.0,0.0,0.0,7.0,0.0,5.0,D03
48983.0,37,10.0,0.0,0.0,10.0,0.0,5.0,D03
53925.0,26,17.0,0.0,0.0,17.0,0.0,5.0,D03
62158.0,42,25.0,0.0,1.0,24.0,0.0,5.0,D03
61504.0,39,8.0,0.0,1.0,7.0,0.0,5.0,D03
64329.0,19,19.0,0.0,0.0,19.0,0.0,5.0,D03
80487.0,15,25.0,0.0,0.0,25.0,0.0,5.0,D03
38594.0,35,3.0,0.0,0.0,3.0,0.0,5.0,D03
41596.0,38,6.0,0.0,0.0,6.0,0.0,5.0,D03
97330.0,10,21.0,0.0,0.0,21.0,0.0,5.0,D03
52135.0,44,10.0,0.0,0.0,10.0,0.0,5.0,D03
43692.0,22,14.0,1.0,2.0,13.0,0.0,5.0,D03
59060.0,12,14.0,0.0,0.0,14.0,0.0,5.0,D03
59378.0,43,16.0,0.0,0.0,16.0,1.0,0.0,D03
59770.0,31,11.0,0.0,0.0,11.0,1.0,0.0,D03
62176.0,26,16.0,0.0,1.0,15.0,1.0,0.0,D03
42810.0,10,7.0,0.0,0.0,7.0,1.0,0.0,D03
72666.0,44,24.0,0.0,2.0,22.0,1.0,0.0,D03
33216.0,32,10.0,0.0,0.0,10.0,1.0,0.0,D03
40643.0,5,14.0,2.0,2.0,14.0,1.0,0.0,D03
50530.0,13,11.0,0.0,0.0,11.0,1.0,0.0,D03
71242.0,28,8.0,0.0,0.0,8.0,1.0,0.0,D03
45970.0,20,5.0,0.0,0.0,5.0,1.0,0.0,D03
46795.0,50,3.0,0.0,0.0,3.0,1.0,0.0,D03
77335.0,16,27.0,0.0,0.0,27.0,1.0,0.0,D03
18994.0,9,3.0,0.0,0.0,3.0,1.0,0.0,D03
46467.0,33,9.0,0.0,0.0,9.0,1.0,0.0,D03
45168.0,46,20.0,0.0,0.0,20.0,1.0,0.0,D03
52208.0,48,7.0,0.0,0.0,7.0,1.0,0.0,D03
35885.0,38,8.0,0.0,0.0,8.0,1.0,0.0,D03
75424.0,30,19.0,4.0,5.0,18.0,1.0,0.0,D03
59313.0,8,16.0,0.0,1.0,15.0,1.0,0.0,D03
63227.0,24,13.0,0.0,0.0,13.0,1.0,0.0,D03
49219.0,45,2.0,0.0,0.0,2.0,1.0,0.0,D03
47033.0,21,13.0,0.0,0.0,13.0,1.0,0.0,D03
53864.0,42,17.0,0.0,1.0,16.0,1.0,0.0,D03
27174.0,22,5.0,1.0,2.0,4.0,1.0,0.0,D03
71572.0,49,15.0,1.0,1.0,15.0,1.0,0.0,D03
29130.0,6,3.0,0.0,0.0,3.0,1.0,0.0,D03
55614.0,12,21.0,0.0,0.0,21.0,1.0,0.0,D03
110062.0,8,6.0,1.0,1.0,6.0,1.0,1.0,D03
56221.0,9,26.0,1.0,3.0,24.0,1.0,1.0,D03
