Area_of_Cytoplasm,Label,Number_of_pbodies_cytoplasm,Number_of_pbodies_in_Nucleus,Number_of_pbodies_unshrunken_Nucleus,Number_of_pbodies_unshrunken_cytoplasm,SiteX,SiteY,Well
56329.0,27,17.0,0.0,0.0,17.0,0.0,0.0,C04
59176.0,28,13.0,1.0,1.0,13.0,0.0,0.0,C04
99113.0,14,21.0,1.0,1.0,21.0,0.0,0.0,C04
84039.0,35,10.0,0.0,0.0,10.0,0.0,0.0,C04
55073.0,9,11.0,0.0,0.0,11.0,0.0,0.0,C04
50550.0,12,11.0,0.0,1.0,10.0,0.0,0.0,C04
40721.0,31,9.0,0.0,1.0,8.0,0.0,0.0,C04
47879.0,32,5.0,0.0,0.0,5.0,0.0,0.0,C04
49745.0,15,8.0,0.0,3.0,5.0,0.0,0.0,C04
106593.0,13,17.0,0.0,1.0,16.0,0.0,0.0,C04
16255.0,21,0.0,0.0,0.0,0.0,0.0,0.0,C04
17986.0,11,0.0,0.0,0.0,0.0,0.0,0.0,C04
62365.0,36,7.0,0.0,0.0,7.0,0.0,0.0,C04
26279.0,10,5.0,0.0,0.0,5.0,0.0,0.0,C04
36233.0,33,5.0,0.0,0.0,5.0,0.0,0.0,C04
40482.0,17,17.0,2.0,4.0,15.0,0.0,0.0,C04
70793.0,8,17.0,0.0,0.0,17.0,0.0,0.0,C04
100586.0,19,24.0,0.0,1.0,23.0,0.0,0.0,C04
49977.0,20,14.0,0.0,2.0,12.0,0.0,0.0,C04
46116.0,37,13.0,0.0,2.0,11.0,0.0,0.0,C04
83167.0,29,6.0,0.0,0.0,6.0,0.0,0.0,C04
80142.0,24,18.0,0.0,2.0,16.0,0.0,0.0,C04
48016.0,22,10.0,1.0,2.0,9.0,0.0,1.0,C04
40853.0,35,10.0,0.0,1.0,9.0,0.0,1.0,C04
46776.0,28,13.0,0.0,1.0,12.0,0.0,1.0,C04
47121.0,6,11.0,0.0,0.0,11.0,0.0,1.0,C04
77467.0,19,21.0,0.0,1.0,20.0,0.0,1.0,C04
