Area_of_Cytoplasm,Label,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_around_simulated_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well
52160.0,27,58.514881865602945,53.498497275934405,46.71610429447853,17.0,0.0,0.0,C14
55056.0,28,51.01375176304654,58.97665393544484,51.53946890438826,14.0,0.0,0.0,C14
94739.0,14,54.185152057245084,50.317533704348236,42.76369816020857,22.0,0.0,0.0,C14
79842.0,35,47.18269653052262,53.252269482569915,45.72018486510859,10.0,0.0,0.0,C14
51296.0,9,48.56749311294766,52.311061375843146,44.43990642362803,11.0,0.0,0.0,C14
46761.0,12,44.715030408340574,51.83534627501929,45.18446996428648,11.0,0.0,0.0,C14
37212.0,31,66.41468005018821,62.58326971864123,52.68034504998388,9.0,0.0,0.0,C14
43310.0,32,63.859911894273125,60.68065147887601,52.91514661740938,5.0,0.0,0.0,C14
46165.0,15,62.43082021541011,54.47658688511234,46.681663597963826,8.0,0.0,0.0,C14
101933.0,13,52.24904423812124,52.218661678450644,43.04077187956795,17.0,0.0,0.0,C14
58684.0,36,44.71734475374733,52.179518353007936,44.50599822779633,7.0,0.0,0.0,C14
23479.0,10,63.55467869222097,76.18211564063341,60.79892670045572,5.0,0.0,0.0,C14
32743.0,33,61.13993871297242,59.80103130649854,49.284427205814985,5.0,0.0,0.0,C14
37128.0,17,62.29066575154427,58.10273049995194,48.828619909502265,19.0,0.0,0.0,C14
66492.0,8,52.41071902361369,52.56768100662291,46.45567887866209,17.0,0.0,0.0,C14
96096.0,19,53.0906781317178,54.634341979680386,47.38010947385948,24.0,0.0,0.0,C14
46335.0,20,61.56185012549301,57.79906390331643,50.58974857019532,14.0,0.0,0.0,C14
42396.0,37,54.71212121212121,58.73589161629734,50.93055948674403,13.0,0.0,0.0,C14
79150.0,29,41.396534148827726,55.51627538276355,48.487983320697495,6.0,0.0,0.0,C14
74673.0,24,57.69698692438886,59.24505004787582,52.210450899254084,18.0,0.0,0.0,C14
44421.0,22,63.320454545454545,64.42138563197074,56.11134373381959,11.0,0.0,1.0,C14
37164.0,35,52.437361419068736,60.09208112220628,55.46722634807879,10.0,0.0,1.0,C14
42371.0,28,62.86604127579737,65.35633163317671,61.04019448181453,13.0,0.0,1.0,C14
43446.0,6,61.3413612565445,58.050886935533974,48.97649956267551,11.0,0.0,1.0,C14
70945.0,19,50.17744497390515,54.539240698693405,48.92503946774921,21.0,0.0,1.0,C14
41366.0,17,72.13285457809695,61.23878121381065,55.18314557849442,12.0,0.0,1.0,C14
36746.0,13,57.13131313131313,57.124783747788676,48.07500340182338,18.0,0.0,1.0,C14
33680.0,16,67.03754469606675,59.66954230807565,51.35573040380047,10.0,0.0,1.0,C14
15748.0,25,57.40625,64.5872328590955,58.226568453136906,3.0,0.0,1.0,C14
56112.0,9,55.47240051347882,52.23339730561831,44.107570573139434,15.0,0.0,1.0,C14
78179.0,12,58.36831275720164,58.7416308794568,49.112034999744154,23.0,0.0,1.0,C14
52815.0,30,55.29396511079679,56.13584725142891,51.711862160371105,24.0,0.0,1.0,C14
25718.0,21,60.456112852664575,60.75731977807604,53.27890971304145,10.0,0.0,1.0,C14
33019.0,29,71.70028275212064,74.477080976648,66.31996729155941,9.0,0.0,1.0,C14
39799.0,36,85.47659126775382,77.94584365059006,64.71823412648558,11.0,0.0,1.0,C14
18301.0,24,58.41291585127202,72.24224086396904,67.30736025353806,12.0,0.0,1.0,C14
17553.0,27,57.5821325648415,69.54454364693272,65.05360906967469,4.0,0.0,1.0,C14
44988.0,32,64.47364341085272,63.886006373928474,57.00720192051214,14.0,0.0,1.0,C14
57083.0,33,45.743964421855146,48.80866775543568,44.00818106967048,15.0,0.0,1.0,C14
44668.0,8,56.859078590785906,53.35304951656313,47.36345929972239,10.0,0.0,1.0,C14
37188.0,14,56.38967786629719,55.90935108154696,46.007932666451545,16.0,0.0,1.0,C14
27748.0,26,72.93662628145387,72.94768262738597,66.71658737024221,11.0,0.0,1.0,C14
52100.0,17,51.87835926449788,49.48767936279118,43.15270633397313,6.0,0.0,2.0,C14
32904.0,25,46.86946107784431,50.15845270841237,45.991080941219444,9.0,0.0,2.0,C14
52814.0,20,62.20949263502455,57.08602996099549,52.196614534025066,7.0,0.0,2.0,C14
55472.0,21,42.709377901578456,45.693741214725705,41.28637888131559,11.0,0.0,2.0,C14
