Area_of_Cytoplasm,Label,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_around_simulated_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well
52160.0,27,58.514881865602945,52.442319963178925,46.71610429447853,17.0,0.0,0.0,F04
55056.0,28,51.01375176304654,59.078826806276346,51.53946890438826,14.0,0.0,0.0,F04
94739.0,14,54.185152057245084,50.68720714212853,42.76369816020857,22.0,0.0,0.0,F04
79842.0,35,47.18269653052262,53.06743883821118,45.72018486510859,10.0,0.0,0.0,F04
51296.0,9,48.56749311294766,52.739691152577834,44.43990642362803,11.0,0.0,0.0,F04
46761.0,12,44.715030408340574,51.93231373334143,45.18446996428648,11.0,0.0,0.0,F04
37212.0,31,66.41468005018821,63.32188524132212,52.68034504998388,9.0,0.0,0.0,F04
43310.0,32,63.859911894273125,59.31581298778614,52.91514661740938,5.0,0.0,0.0,F04
46165.0,15,62.43082021541011,54.00613857919795,46.681663597963826,8.0,0.0,0.0,F04
101933.0,13,52.24904423812124,51.21201434975741,43.04077187956795,17.0,0.0,0.0,F04
58684.0,36,44.71734475374733,51.94043480216516,44.50599822779633,7.0,0.0,0.0,F04
23479.0,10,63.55467869222097,77.27261998164246,60.79892670045572,5.0,0.0,0.0,F04
32743.0,33,61.13993871297242,57.62606102848063,49.284427205814985,5.0,0.0,0.0,F04
37128.0,17,62.29066575154427,57.18934269765805,48.828619909502265,19.0,0.0,0.0,F04
66492.0,8,52.41071902361369,51.84402485570694,46.45567887866209,17.0,0.0,0.0,F04
96096.0,19,53.0906781317178,55.1028190121765,47.38010947385948,24.0,0.0,0.0,F04
46335.0,20,61.56185012549301,58.174488590607524,50.58974857019532,14.0,0.0,0.0,F04
42396.0,37,54.71212121212121,59.68625273140798,50.93055948674403,13.0,0.0,0.0,F04
79150.0,29,41.396534148827726,55.90129443225961,48.487983320697495,6.0,0.0,0.0,F04
74673.0,24,57.69698692438886,59.43864913194083,52.210450899254084,18.0,0.0,0.0,F04
44421.0,22,63.320454545454545,65.44962717118183,56.11134373381959,11.0,0.0,1.0,F04
37164.0,35,52.437361419068736,61.115638398909795,55.46722634807879,10.0,0.0,1.0,F04
42371.0,28,62.86604127579737,65.36411594993352,61.04019448181453,13.0,0.0,1.0,F04
43446.0,6,61.3413612565445,60.159919611883616,48.97649956267551,11.0,0.0,1.0,F04
70945.0,19,50.17744497390515,54.749809278374244,48.92503946774921,21.0,0.0,1.0,F04
41366.0,17,72.13285457809695,62.2341963141616,55.18314557849442,12.0,0.0,1.0,F04
36746.0,13,57.13131313131313,57.318893726524955,48.07500340182338,18.0,0.0,1.0,F04
33680.0,16,67.03754469606675,58.949769917759426,51.35573040380047,10.0,0.0,1.0,F04
15748.0,25,57.40625,63.69662737607434,58.226568453136906,3.0,0.0,1.0,F04
56112.0,9,55.47240051347882,52.39173743013861,44.107570573139434,15.0,0.0,1.0,F04
78179.0,12,58.36831275720164,59.532555783432606,49.112034999744154,23.0,0.0,1.0,F04
52815.0,30,55.29396511079679,55.96106385526751,51.711862160371105,24.0,0.0,1.0,F04
25718.0,21,60.456112852664575,62.55451435154684,53.27890971304145,10.0,0.0,1.0,F04
33019.0,29,71.70028275212064,75.73164390019153,66.31996729155941,9.0,0.0,1.0,F04
39799.0,36,85.47659126775382,77.10219068978557,64.71823412648558,11.0,0.0,1.0,F04
18301.0,24,58.41291585127202,72.33415075909707,67.30736025353806,12.0,0.0,1.0,F04
17553.0,27,57.5821325648415,68.05925336028713,65.05360906967469,4.0,0.0,1.0,F04
44988.0,32,64.47364341085272,64.64433948978676,57.00720192051214,14.0,0.0,1.0,F04
57083.0,33,45.743964421855146,48.4238248675108,44.00818106967048,15.0,0.0,1.0,F04
44668.0,8,56.859078590785906,53.152233950554326,47.36345929972239,10.0,0.0,1.0,F04
37188.0,14,56.38967786629719,55.386134719864856,46.007932666451545,16.0,0.0,1.0,F04
27748.0,26,72.93662628145387,74.42873680158394,66.71658737024221,11.0,0.0,1.0,F04
52100.0,17,51.87835926449788,48.830320712971144,43.15270633397313,6.0,0.0,2.0,F04
32904.0,25,46.86946107784431,51.02912974610832,45.991080941219444,9.0,0.0,2.0,F04
52814.0,20,62.20949263502455,56.29414738098574,52.196614534025066,7.0,0.0,2.0,F04
