Area_of_Cytoplasm,Label,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_around_simulated_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well
52160.0,27,58.514881865602945,53.42869409401033,46.71610429447853,17.0,0.0,0.0,D06
55056.0,28,51.01375176304654,58.26274094524861,51.53946890438826,14.0,0.0,0.0,D06
94739.0,14,54.185152057245084,50.77983440979419,42.76369816020857,22.0,0.0,0.0,D06
79842.0,35,47.18269653052262,53.55836668621224,45.72018486510859,10.0,0.0,0.0,D06
51296.0,9,48.56749311294766,53.04981697675561,44.43990642362803,11.0,0.0,0.0,D06
46761.0,12,44.715030408340574,50.53931629852181,45.18446996428648,11.0,0.0,0.0,D06
37212.0,31,66.41468005018821,62.75970260110826,52.68034504998388,9.0,0.0,0.0,D06
43310.0,32,63.859911894273125,59.83843328746188,52.91514661740938,5.0,0.0,0.0,D06
46165.0,15,62.43082021541011,54.710800477418985,46.681663597963826,8.0,0.0,0.0,D06
101933.0,13,52.24904423812124,52.44666793928923,43.04077187956795,17.0,0.0,0.0,D06
58684.0,36,44.71734475374733,52.038195355328504,44.50599822779633,7.0,0.0,0.0,D06
23479.0,10,63.55467869222097,74.19797139850445,60.79892670045572,5.0,0.0,0.0,D06
32743.0,33,61.13993871297242,56.933277293987665,49.284427205814985,5.0,0.0,0.0,D06
37128.0,17,62.29066575154427,57.60756492930416,48.828619909502265,19.0,0.0,0.0,D06
66492.0,8,52.41071902361369,53.07370752695929,46.45567887866209,17.0,0.0,0.0,D06
96096.0,19,53.0906781317178,55.57545435545001,47.38010947385948,24.0,0.0,0.0,D06
46335.0,20,61.56185012549301,58.80253318337726,50.58974857019532,14.0,0.0,0.0,D06
42396.0,37,54.71212121212121,59.13229040991391,50.93055948674403,13.0,0.0,0.0,D06
79150.0,29,41.396534148827726,56.29602158699276,48.487983320697495,6.0,0.0,0.0,D06
74673.0,24,57.69698692438886,58.84939888440691,52.210450899254084,18.0,0.0,0.0,D06
44421.0,22,63.320454545454545,63.686383772497,56.11134373381959,11.0,0.0,1.0,D06
37164.0,35,52.437361419068736,60.86641866704866,55.46722634807879,10.0,0.0,1.0,D06
42371.0,28,62.86604127579737,65.49635557341942,61.04019448181453,13.0,0.0,1.0,D06
43446.0,6,61.3413612565445,59.323652043657766,48.97649956267551,11.0,0.0,1.0,D06
70945.0,19,50.17744497390515,54.001161548006515,48.92503946774921,21.0,0.0,1.0,D06
41366.0,17,72.13285457809695,62.24258739526732,55.18314557849442,12.0,0.0,1.0,D06
36746.0,13,57.13131313131313,57.79766759247214,48.07500340182338,18.0,0.0,1.0,D06
33680.0,16,67.03754469606675,60.59224970028834,51.35573040380047,10.0,0.0,1.0,D06
15748.0,25,57.40625,61.97937362091785,58.226568453136906,3.0,0.0,1.0,D06
56112.0,9,55.47240051347882,52.992597360964126,44.107570573139434,15.0,0.0,1.0,D06
78179.0,12,58.36831275720164,58.40610287994974,49.112034999744154,23.0,0.0,1.0,D06
52815.0,30,55.29396511079679,56.01584236691525,51.711862160371105,24.0,0.0,1.0,D06
25718.0,21,60.456112852664575,61.67653636010913,53.27890971304145,10.0,0.0,1.0,D06
33019.0,29,71.70028275212064,76.93406003519071,66.31996729155941,9.0,0.0,1.0,D06
39799.0,36,85.47659126775382,77.38002455546047,64.71823412648558,11.0,0.0,1.0,D06
18301.0,24,58.41291585127202,72.46612275031481,67.30736025353806,12.0,0.0,1.0,D06
17553.0,27,57.5821325648415,68.82676141109071,65.05360906967469,4.0,0.0,1.0,D06
44988.0,32,64.47364341085272,63.40299838229981,57.00720192051214,14.0,0.0,1.0,D06
57083.0,33,45.743964421855146,49.03099707787617,44.00818106967048,15.0,0.0,1.0,D06
44668.0,8,56.859078590785906,53.80277361760253,47.36345929972239,10.0,0.0,1.0,D06
37188.0,14,56.38967786629719,55.28492877830699,46.007932666451545,16.0,0.0,1.0,D06
27748.0,26,72.93662628145387,75.79318670409793,66.71658737024221,11.0,0.0,1.0,D06
52100.0,17,51.87835926449788,48.719766125824464,43.15270633397313,6.0,0.0,2.0,D06
32904.0,25,46.86946107784431,50.32887282407159,45.991080941219444,9.0,0.0,2.0,D06
52814.0,20,62.20949263502455,57.53004963572624,52.196614534025066,7.0,0.0,2.0,D06
55472.0,21,42.709377901578456,45.100118354316635,41.28637888131559,11.0,0.0,2.0,D06
31362.0,23,53.552742616033754,60.27786163822349,55.74886805688413,3.0,0.0,2.0,D06
40783.0,15,47.58767507002801,52.32896561836261,47.14449648137705,8.0,0.0,2.0,D06
63554.0,29,46.7137669197755,53.10423973825627,46.89561632627372,15.0,0.0,2.0,D06
47724.0,26,52.62020766773163,56.467308172799484,49.27172910904367,15.0,0.0,2.0,D06
25580.0,32,55.26622989874925,65.13735065489816,53.69324002033077,9.0,0.0,2.0,D06
41957.0,12,47.17601380500432,54.24724500347235,48.18317244666905,12.0,0.0,2.0,D06
71691.0,19,49.14572864321608,50.908814055259434,43.50410825137755,10.0,0.0,2.0,D06
44216.0,11,47.140969162995596,58.062250274020926,50.98844309752126,5.0,0.0,2.0,D06
69778.0,24,48.43648449039882,52.842128201757696,45.06706985009602,21.0,0.0,2.0,D06
40193.0,18,56.27224513847967,56.925167840764715,47.49015997810564,9.0,0.0,2.0,D06
28434.0,34,84.21991701244814,67.40385778887693,56.51593163114581,4.0,0.0,2.0,D06
58566.0,9,47.768400604360025,51.065124382624774,46.630795239152334,23.0,0.0,2.0,D06
69824.0,10,56.48177339901478,54.84462669071315,47.226669912923924,24.0,0.0,2.0,D06
74857.0,22,52.876352902591016,51.79800278774559,44.746570127042226,16.0,0.0,2.0,D06
42618.0,30,55.47908232118758,53.51996010958114,48.741071847576144,4.0,0.0,2.0,D06
18101.0,12,56.8733986435569,67.772850868154,61.61692724158886,9.0,0.0,3.0,D06
24849.0,42,52.54146806482364,51.591206086776154,45.00262234235688,6.0,0.0,3.0,D06
28485.0,53,57.62290502793296,66.21470118869028,54.89043356152361,8.0,0.0,3.0,D06
14917.0,28,54.70153496304719,67.98189910321902,62.5846349802239,13.0,0.0,3.0,D06
28577.0,49,64.4326923076923,64.03673276807005,54.02180074885398,4.0,0.0,3.0,D06
48630.0,25,58.7426326129666,59.88873832480158,53.9216021065191,14.0,0.0,3.0,D06
40609.0,9,54.51815642458101,67.72768406029174,58.95168760778517,11.0,0.0,3.0,D06
46194.0,21,58.45772266065389,60.232473911028556,56.39764904533056,18.0,0.0,3.0,D06
87096.0,17,58.88671397112797,56.99408539027707,50.76448771974142,20.0,0.0,3.0,D06
43730.0,39,46.687230514096186,54.88503464676247,49.56592728104276,18.0,0.0,3.0,D06
13881.0,41,56.41649196366178,53.6382601274644,51.312052117263846,7.0,0.0,3.0,D06
56518.0,13,45.69733534439417,58.38510040599501,55.10481616476167,12.0,0.0,3.0,D06
43544.0,32,49.4749430523918,61.63746715449204,54.11057780635679,11.0,0.0,3.0,D06
41741.0,8,66.20499108734403,59.49598231060068,54.99968855561678,3.0,0.0,3.0,D06
45114.0,36,53.27777777777778,57.64721840081148,47.633550560801524,11.0,0.0,3.0,D06
32792.0,54,62.26659038901602,60.73730978621149,49.17015818725951,7.0,0.0,3.0,D06
51758.0,48,57.68394648829432,54.96453739218841,47.79979906487886,5.0,0.0,3.0,D06
35409.0,56,60.677830188679245,56.7118100659228,47.12299132988788,10.0,0.0,3.0,D06
31824.0,33,57.7630615640599,59.91986567650511,52.073340874811464,21.0,0.0,3.0,D06
38980.0,30,56.86169284467714,55.50345952371474,51.0624166239097,12.0,0.0,3.0,D06
52242.0,51,46.99384885764499,47.72779123733787,43.55072546992841,11.0,0.0,3.0,D06
50951.0,26,62.46178861788618,60.428270468726424,55.58622381877785,29.0,0.0,3.0,D06
43066.0,27,63.466914805624484,62.69771073494962,58.57929689314076,13.0,0.0,3.0,D06
47402.0,40,52.80438842203548,54.933543907093764,50.68619467533016,12.0,0.0,3.0,D06
27818.0,47,54.66606170598911,50.985656056846594,44.60855310563482,8.0,0.0,3.0,D06
28620.0,11,68.67928541046363,69.53646837805593,65.13610916724983,13.0,0.0,3.0,D06
40213.0,35,50.6662927650028,54.33290918481641,46.60609753064929,9.0,0.0,3.0,D06
53955.0,23,50.49896136269215,53.895286726120816,50.56613844870726,13.0,0.0,3.0,D06
30240.0,19,52.4757822546078,65.34972503805176,58.11441798941799,14.0,0.0,3.0,D06
37732.0,43,48.01374775851763,55.55289058462631,49.87792854871197,9.0,0.0,3.0,D06
38855.0,22,58.92725880551302,57.96614741390957,54.73488611504311,13.0,0.0,3.0,D06
47656.0,16,56.09546351084813,59.58596228698407,54.07065217391305,12.0,0.0,3.0,D06
30941.0,14,67.87993421052632,67.00719748579144,59.308458033030604,10.0,0.0,3.0,D06
28038.0,52,40.6913680781759,56.76376490557331,47.690669805264285,7.0,0.0,3.0,D06
18976.0,37,50.180851063829785,57.281888202445806,54.12903225806452,8.0,0.0,3.0,D06
40574.0,15,60.237662337662336,66.94124099489675,62.38223985803717,13.0,0.0,3.0,D06
21644.0,54,49.51119402985075,57.137777763724095,48.928109406764,6.0,0.0,4.0,D06
18921.0,17,58.93988684582744,59.54022146831962,57.06437291897891,7.0,0.0,4.0,D06
47962.0,9,70.70601653835186,64.38955755595158,54.84160376965097,15.0,0.0,4.0,D06
24907.0,13,57.85954381752701,65.88047940005329,58.05484401975348,9.0,0.0,4.0,D06
53157.0,16,46.92938420348059,56.0723022218925,48.658125928852265,15.0,0.0,4.0,D06
41444.0,38,54.01782077393075,54.04387244986145,47.023694624071034,11.0,0.0,4.0,D06
16264.0,43,52.561052631578946,60.30440026765152,56.7836325627152,18.0,0.0,4.0,D06
59033.0,30,49.541415423675026,53.16656765063154,49.17818847085528,16.0,0.0,4.0,D06
46870.0,60,59.23519163763066,60.33842238770576,49.08553445700875,3.0,0.0,4.0,D06
53863.0,32,52.31184703331362,57.14001237984339,52.622765163470284,26.0,0.0,4.0,D06
31681.0,28,42.9739837398374,59.290672985697185,55.269467504182316,7.0,0.0,4.0,D06
51029.0,39,54.8171771392485,53.70437828685772,48.826098884947776,17.0,0.0,4.0,D06
22922.0,41,49.62051569506726,49.76419165870729,46.93255387837012,11.0,0.0,4.0,D06
31116.0,25,52.565649867374006,59.031302810281,55.96704644482458,8.0,0.0,4.0,D06
45162.0,58,48.99470899470899,58.29116007179705,49.99107656879678,4.0,0.0,4.0,D06
46056.0,49,45.90653008962868,59.699600857228,52.92931442593759,14.0,0.0,4.0,D06
64213.0,44,43.86179981634527,51.98961225288128,45.340445081214085,10.0,0.0,4.0,D06
25587.0,12,62.794582392776526,63.90419266941692,58.8717708211201,9.0,0.0,4.0,D06
64243.0,22,52.50737684421105,56.418863458955684,53.22258375887408,20.0,0.0,4.0,D06
24389.0,15,60.18515123739688,64.1642195979383,59.91910287424658,6.0,0.0,4.0,D06
31143.0,45,54.55965500718735,65.68011813372573,58.29001477864165,11.0,0.0,4.0,D06
24639.0,51,46.21272365805169,58.500438276599986,48.725516457648446,4.0,0.0,4.0,D06
39158.0,46,58.0152198421646,57.943877501146495,50.52632923029777,8.0,0.0,4.0,D06
