Area_of_Cytoplasm,Label,Mean_protein_intensity_around_pbodies,Mean_protein_intensity_around_simulated_pbodies,Mean_protein_intensity_cytoplasm,Number_of_pbodies,SiteX,SiteY,Well
52160.0,27,58.514881865602945,53.3090132570909,46.71610429447853,17.0,0.0,0.0,E04
55056.0,28,51.01375176304654,59.625054490927916,51.53946890438826,14.0,0.0,0.0,E04
94739.0,14,54.185152057245084,50.8230125046218,42.76369816020857,22.0,0.0,0.0,E04
79842.0,35,47.18269653052262,54.19894745806356,45.72018486510859,10.0,0.0,0.0,E04
51296.0,9,48.56749311294766,51.25787408999404,44.43990642362803,11.0,0.0,0.0,E04
46761.0,12,44.715030408340574,51.22797155780486,45.18446996428648,11.0,0.0,0.0,E04
37212.0,31,66.41468005018821,63.761516723853376,52.68034504998388,9.0,0.0,0.0,E04
43310.0,32,63.859911894273125,60.646218507642914,52.91514661740938,5.0,0.0,0.0,E04
46165.0,15,62.43082021541011,54.817922119811854,46.681663597963826,8.0,0.0,0.0,E04
101933.0,13,52.24904423812124,52.09938019082173,43.04077187956795,17.0,0.0,0.0,E04
58684.0,36,44.71734475374733,51.884931755786674,44.50599822779633,7.0,0.0,0.0,E04
23479.0,10,63.55467869222097,74.70001548817821,60.79892670045572,5.0,0.0,0.0,E04
32743.0,33,61.13993871297242,57.278800508814356,49.284427205814985,5.0,0.0,0.0,E04
37128.0,17,62.29066575154427,57.10609020670596,48.828619909502265,19.0,0.0,0.0,E04
66492.0,8,52.41071902361369,52.097972410356675,46.45567887866209,17.0,0.0,0.0,E04
96096.0,19,53.0906781317178,55.28575181626271,47.38010947385948,24.0,0.0,0.0,E04
46335.0,20,61.56185012549301,58.392665327936626,50.58974857019532,14.0,0.0,0.0,E04
42396.0,37,54.71212121212121,59.17166649699045,50.93055948674403,13.0,0.0,0.0,E04
79150.0,29,41.396534148827726,55.57466943012712,48.487983320697495,6.0,0.0,0.0,E04
74673.0,24,57.69698692438886,58.902441171106005,52.210450899254084,18.0,0.0,0.0,E04
44421.0,22,63.320454545454545,64.89877582232216,56.11134373381959,11.0,0.0,1.0,E04
37164.0,35,52.437361419068736,61.295000835855014,55.46722634807879,10.0,0.0,1.0,E04
