Area,X,Y
32,496.188,164.781
57,444.465,182.833
158,478.101,198.278
87,283.983,219.638
84,509.131,244.786
88,502.511,265.261
170,165.447,267.429
17,192.088,303.618
14,449.786,325.000
19,87.711,335.868
79,412.411,353.361
46,362.130,360.761
92,193.511,390.033
45,426.189,413.478
71,327.556,423.134
58,339.000,433.052
13,275.885,433.115
