Area,X,Y
1,407.500,100.500
7,259.786,173.643
101,352.708,180.371
62,286.419,209.645
65,212.777,224.931
38,230.079,295.421
26,397.385,327.192
32,388.000,436.000
92,266.022,451.902
86,367.035,458.535
