Area,X,Y
32,398.688,161.219
24,375.000,168.000
153,246.356,191.565
61,406.943,192.631
2,322.000,201.500
99,392.631,208.399
41,367.744,221.500
39,265.372,252.628
72,222.347,292.139
14,478.214,310.500
82,472.939,339.976
48,372.562,417.542
80,323.238,429.400
71,303.683,457.923
