Area,X,Y
27,363.907,209.759
78,386.551,212.218
66,255.030,242.227
52,241.135,256.500
26,284.500,258.000
53,415.689,276.783
37,275.041,326.419
61,421.074,397.500
55,373.264,423.645
39,323.115,427.064
58,431.310,431.569
12,382.917,436.750
57,314.728,459.430
80,263.100,466.825
