Area,X,Y
32,376.000,216.000
21,338.357,222.500
55,300.336,234.645
47,263.351,253.606
84,381.440,261.012
36,216.111,273.639
38,214.895,293.237
43,237.523,367.616
55,399.827,374.136
61,317.631,389.779
76,377.632,393.855
15,438.967,398.633
68,278.838,418.971
55,268.664,429.445
74,382.581,439.189
