Area,X,Y
14,270.000,225.500
60,213.000,233.500
40,277.475,233.175
38,372.316,236.789
39,182.372,242.628
3,166.167,241.833
5,373.700,249.700
13,348.885,252.038
38,257.974,255.263
39,264.397,278.218
67,188.336,285.201
48,417.208,288.500
41,449.232,289.915
49,472.827,294.867
19,434.132,298.763
29,440.466,306.328
45,251.522,310.789
24,314.583,309.583
22,436.955,329.318
7,362.786,338.071
31,289.210,347.694
27,294.685,354.093
11,340.318,364.682
