Area,X,Y
65,206.069,174.423
75,264.473,184.700
93,374.984,206.457
68,194.559,207.529
71,288.261,216.415
51,206.422,248.990
46,418.739,247.891
1,258.500,289.500
62,435.694,298.823
24,371.625,303.833
33,408.470,345.318
48,456.854,355.479
65,410.946,359.731
66,435.818,387.091
7,220.500,386.500
50,418.580,411.380
94,339.394,436.904
74,305.405,463.919
