Area,X,Y
63,257.802,135.325
65,306.223,162.823
2,343.500,188.000
73,348.185,197.130
64,307.641,223.641
100,245.740,230.950
48,384.625,237.000
54,405.926,241.593
42,365.881,245.595
1,357.500,281.500
65,391.715,306.362
46,376.283,322.565
72,224.875,351.000
78,392.449,357.821
60,423.100,391.533
34,256.147,404.324
65,275.915,413.562
69,398.428,417.804
72,349.500,437.806
82,309.000,446.049
77,358.149,459.877
