Area,X,Y
70,214.200,227.700
59,453.195,229.076
45,332.367,251.767
1,396.500,276.500
91,430.335,294.918
12,357.167,366.000
2,199.000,386.500
13,195.115,395.654
83,359.139,413.428
30,402.133,414.867
