Area,X,Y
55,304.955,190.773
82,370.122,192.451
45,201.811,202.922
34,401.647,239.824
29,454.362,244.914
58,196.586,281.707
55,426.936,295.445
7,319.500,302.500
64,211.734,347.547
29,489.914,355.224
29,434.086,367.362
58,248.569,383.948
4,361.500,385.750
38,310.158,389.237
30,320.133,388.867
72,354.819,407.528
65,446.485,439.346
63,388.198,439.833
49,392.031,464.378
