Area,X,Y
71,380.444,153.021
65,242.792,172.238
60,261.017,176.633
54,384.000,206.019
62,208.403,210.823
25,352.900,248.940
45,210.478,259.922
40,426.575,264.700
58,420.103,288.103
69,195.123,296.761
52,222.865,365.865
13,245.885,374.115
17,382.618,393.088
85,383.512,426.018
88,272.409,431.886
36,363.111,465.639
