Area,X,Y
60,252.583,201.150
92,258.065,221.826
42,407.286,244.167
41,232.841,322.329
13,421.115,345.269
26,222.154,357.154
21,433.786,360.214
40,239.275,365.850
52,391.000,380.000
74,404.095,382.568
81,326.907,437.648
74,294.932,469.014
