Area,X,Y
16,398.875,194.938
46,351.826,199.717
46,345.870,213.870
75,405.207,214.980
43,293.919,225.337
91,469.698,270.775
23,210.891,267.457
43,326.198,333.826
32,366.656,332.906
76,198.487,353.645
17,385.912,354.382
85,425.359,391.629
3,271.500,394.500
61,246.779,410.172
34,363.118,414.647
21,165.929,425.357
10,194.200,444.400
86,236.640,458.628
