Area,X,Y
53,438.991,150.632
67,351.754,178.709
30,415.867,186.133
46,262.543,213.283
43,282.709,235.663
2,466.000,259.000
50,225.780,269.860
43,175.872,284.058
40,244.550,305.875
53,441.349,336.274
60,405.767,355.450
84,263.690,382.095
39,288.346,406.321
86,359.570,438.500
79,269.209,453.095
53,269.651,513.349
