Area,X,Y
9,350.389,149.167
47,354.734,220.394
53,305.689,258.896
15,387.967,269.500
44,262.955,321.023
1,261.500,327.500
46,265.130,424.239
40,383.150,425.725
74,343.473,445.432
51,362.539,462.265
24,380.208,504.500
