Area,X,Y
82,196.841,202.171
71,241.669,213.754
23,301.587,220.283
67,216.007,253.888
77,358.708,256.214
83,408.645,298.801
12,229.500,299.000
51,456.029,321.931
44,275.409,347.636
84,422.988,364.774
16,407.875,378.250
80,408.462,390.962
68,260.647,414.779
78,317.897,429.000
45,352.922,429.656
12,346.250,434.083
52,329.865,449.327
