Area,X,Y
76,222.566,233.829
36,315.111,235.889
37,241.851,245.716
10,297.300,245.500
28,309.714,259.429
64,247.906,298.156
76,405.671,369.447
59,257.839,386.432
36,258.167,431.917
53,246.953,447.047
2,282.000,450.500
