Area,X,Y
10,377.300,161.600
29,318.224,197.845
46,377.630,204.261
80,292.725,207.438
12,288.667,218.583
73,265.199,238.240
44,407.182,250.659
3,270.167,252.833
40,203.575,285.700
13,243.192,323.577
4,302.250,325.750
3,289.833,326.167
61,447.844,336.074
84,245.048,343.786
33,353.076,356.470
35,434.071,454.357
50,335.780,518.340
5,380.100,516.300
14,346.214,523.500
