Area,X,Y
52,286.038,211.385
60,404.033,222.317
29,420.362,244.638
42,425.119,275.405
68,238.676,292.279
29,443.914,317.948
33,242.258,341.136
63,206.754,361.929
78,417.141,362.372
23,231.022,376.891
81,290.784,388.623
70,341.300,409.543
