Area,X,Y
42,205.500,207.167
72,161.639,210.375
30,262.967,233.867
68,332.926,244.912
90,176.211,251.900
36,205.472,268.583
15,191.300,299.633
47,427.883,304.415
64,164.984,318.391
59,503.195,340.686
10,422.000,352.500
60,476.583,359.517
30,549.133,368.867
55,237.736,380.645
49,551.418,404.622
70,430.000,416.986
50,299.120,419.320
33,345.621,420.439
45,427.678,431.967
