Area,X,Y
31,184.919,191.048
43,193.430,215.035
20,419.250,222.250
45,325.856,226.833
46,190.609,229.130
85,373.653,255.629
46,155.761,281.174
24,292.625,284.833
46,382.913,352.130
103,412.733,381.830
41,446.573,385.451
69,191.471,402.964
81,307.685,411.809
49,362.051,424.949
