Area,X,Y
35,295.814,168.586
40,333.575,182.300
36,362.278,225.222
62,379.839,239.452
70,428.114,260.357
10,390.500,347.000
71,403.993,353.669
67,425.142,375.978
86,375.663,391.337
18,282.389,404.667
113,330.465,412.845
82,398.537,424.744
88,267.534,447.148
35,389.614,452.443
