Area,X,Y
12,300.167,171.833
54,455.463,187.426
63,354.738,189.579
60,218.933,201.533
42,234.500,203.167
37,191.257,229.743
48,360.292,248.000
41,383.256,249.500
26,238.846,250.846
21,219.119,253.500
40,417.825,274.475
24,381.167,279.375
20,399.250,335.800
43,365.337,355.012
31,299.048,361.919
3,287.167,388.833
10,303.500,390.300
63,318.278,401.500
36,369.722,402.778
45,188.256,409.789
42,336.690,410.571
32,258.344,422.125
49,187.418,425.010
