Area,X,Y
47,422.394,125.266
78,336.256,181.808
125,368.572,200.124
66,248.000,200.000
98,291.531,207.929
71,425.373,242.599
2,225.000,239.000
30,379.767,251.800
39,219.654,261.244
41,403.476,280.159
38,265.737,283.974
28,404.357,313.714
49,423.622,343.929
81,457.302,350.673
161,241.593,382.034
59,494.737,418.771
77,410.747,455.721
57,282.974,455.289
76,475.276,458.855
94,369.053,479.394
62,282.097,485.435
30,503.367,501.100
34,333.882,503.088
103,381.141,508.791
48,483.375,519.688
