Area,X,Y
55,345.609,182.445
9,388.500,217.500
36,266.806,223.194
21,392.548,228.310
74,323.878,232.919
53,265.104,235.877
69,446.688,239.746
26,379.846,252.846
53,415.123,275.575
6,285.667,280.333
17,324.088,284.618
88,414.807,288.193
81,206.352,291.685
35,282.329,290.529
12,330.083,324.250
69,232.094,338.558
23,206.109,346.457
53,192.047,363.066
57,201.061,388.167
8,393.125,393.375
46,307.674,415.739
67,266.261,434.828
49,266.500,450.949
