Area,X,Y
43,381.267,168.942
50,374.840,201.520
49,372.786,222.990
42,309.143,229.429
59,423.161,255.466
1,402.500,254.500
77,235.539,369.929
44,325.750,393.136
24,235.375,411.167
77,323.851,445.812
84,262.714,446.940
85,276.712,450.500
