Area,X,Y
73,374.130,154.075
89,278.152,166.084
77,348.877,177.370
55,390.282,207.718
26,249.500,215.000
47,236.713,232.074
34,286.676,249.676
90,226.300,277.833
21,310.500,341.500
51,394.833,345.010
4,312.250,354.500
34,268.882,381.471
37,295.095,431.311
40,233.325,436.575
96,254.385,469.219
