Area,X,Y
97,247.902,239.541
46,306.391,277.130
73,218.089,281.952
42,319.452,292.000
60,194.850,301.100
6,328.167,303.333
54,368.889,314.111
70,198.114,322.629
28,218.857,327.857
67,400.142,357.097
66,210.076,367.455
27,248.907,367.241
60,400.917,380.283
59,416.398,427.263
74,286.324,429.257
37,324.527,430.608
