Area,X,Y
30,272.233,175.033
2,249.500,206.000
73,281.253,232.459
41,300.744,237.500
15,339.900,256.100
11,231.409,301.136
34,362.735,347.324
47,231.500,359.670
59,310.398,432.229
91,335.951,469.599
