Area,X,Y
105,303.157,196.595
27,232.944,207.907
14,223.214,222.000
94,227.989,239.968
69,414.297,241.833
84,366.012,244.940
5,288.700,272.900
7,265.500,306.214
41,244.256,313.500
40,221.700,320.575
53,235.953,329.066
88,436.648,339.341
65,462.592,387.100
41,254.500,438.744
96,355.052,444.250
43,427.965,448.919
1,315.500,486.500
3,313.833,488.167
