Area,X,Y
72,344.514,200.264
50,479.780,243.860
69,435.717,248.761
37,263.635,257.203
29,254.776,262.086
32,228.375,286.625
87,427.247,300.845
14,476.929,365.929
78,250.769,430.628
57,377.202,443.833
9,417.833,445.500
6,323.667,469.667
