Area,X,Y
32,351.938,158.438
31,333.597,177.177
64,313.000,241.500
31,208.565,250.661
74,268.486,255.486
46,291.391,253.870
58,386.276,270.776
1,227.500,280.500
19,310.289,291.500
1,344.500,296.500
58,238.707,308.741
66,425.773,312.227
38,275.184,333.816
22,299.409,357.409
63,450.833,367.913
58,392.931,386.914
71,418.965,388.331
43,387.477,415.314
