Area,X,Y
75,270.673,166.047
82,361.390,190.707
71,239.458,193.373
95,397.426,211.953
84,470.214,220.202
24,246.500,239.792
40,445.700,269.425
82,220.683,279.024
73,447.459,301.048
73,204.514,302.281
66,389.727,405.091
63,425.690,420.373
93,393.511,427.898
26,397.192,468.731
