Area,X,Y
32,353.000,171.000
76,310.592,218.237
39,325.500,225.731
74,374.824,254.378
6,342.500,258.167
72,310.208,264.806
62,288.242,271.581
6,403.167,283.167
40,300.475,286.825
63,377.183,307.357
61,266.500,319.320
64,397.094,355.234
32,243.219,367.312
57,402.763,436.395
35,256.271,442.071
51,287.735,450.029
32,329.750,464.750
69,264.123,485.833
50,239.800,502.000
