Area,X,Y
33,357.682,126.682
52,344.519,168.404
48,370.125,181.229
22,339.273,180.455
69,287.268,230.601
36,348.556,235.556
33,332.379,238.561
28,260.857,317.143
49,263.888,396.398
53,256.934,427.123
63,325.786,437.071
30,382.100,450.000
49,399.949,483.051
