Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,39.930174436018696,35.7474343853282,35.64321650875462,38.27940044897796,34.79190473000999,17.0,0.0,0.0,E04,0.295
55056.0,28,42.21747829659119,41.120106916638655,42.22132312777255,49.33412714172205,44.47103365891222,14.0,0.0,0.0,E04,0.189
94739.0,14,36.89001197951817,38.25547283902289,38.787829982685864,42.70589224335303,30.92229308674916,22.0,0.0,0.0,E04,0.217
79842.0,35,59.127302262050236,62.369583017131184,60.31919650051136,64.99540676845314,74.20859911878321,10.0,0.0,0.0,E04,0.353
51296.0,9,48.46827016006793,44.511783470109656,45.88611639214019,33.166871435050105,36.44729059639046,11.0,0.0,0.0,E04,0.925
46761.0,12,40.68664089476264,43.337734604810976,42.54273277914378,47.592488634053375,33.624269392476954,11.0,0.0,0.0,E04,0.264
37212.0,31,48.11320265316385,45.33354969045476,46.348309409105504,49.598478339307775,52.01066099893523,9.0,0.0,0.0,E04,0.38
43310.0,32,58.210151794573804,69.21839766639832,73.96520143771072,66.11532351860733,47.88453141662804,5.0,0.0,0.0,E04,0.614
46165.0,15,60.426209850171404,53.30303690862496,54.682003865196236,45.67040041221551,49.89818285089982,8.0,0.0,0.0,E04,0.753
101933.0,13,45.76955989369943,47.28065490395309,47.027580554643635,49.95479936669833,42.10397949463123,17.0,0.0,0.0,E04,0.341
58684.0,36,62.97187267578123,62.98878821108393,64.52127458835412,61.14354516588818,56.579848827291336,7.0,0.0,0.0,E04,0.574
23479.0,10,56.50756118351653,51.44396321982209,53.37935722976819,46.87587004954991,59.20218209380156,5.0,0.0,0.0,E04,0.659
32743.0,33,58.300983638521416,65.96682714239176,66.3897363429942,59.762080423255796,75.24174968094783,5.0,0.0,0.0,E04,0.642
37128.0,17,28.78901455022414,27.126330927300323,27.312480354592758,29.571534214066908,22.42499222809979,19.0,0.0,0.0,E04,0.294
66492.0,8,39.24605143407349,39.23251348625406,39.60925691497856,43.59729665870748,27.555462054977962,17.0,0.0,0.0,E04,0.27
96096.0,19,38.813138839321894,37.195525146719675,36.95513072337471,42.39241157324724,40.63280456231815,24.0,0.0,0.0,E04,0.127
46335.0,20,36.044955053062445,37.28660814131838,37.59530117397407,29.00754209767147,47.7629164538318,14.0,0.0,0.0,E04,0.897
42396.0,37,38.93760442229895,38.57873185205555,37.6662042526594,34.88770999695022,39.491023597019925,13.0,0.0,0.0,E04,0.646
79150.0,29,73.52156755131799,83.4095715789938,82.93224223375691,86.47547591048908,102.0755074963056,6.0,0.0,0.0,E04,0.444
74673.0,24,42.06096792945765,39.64705589261039,40.29839147990474,42.20516251647334,54.93665343571843,18.0,0.0,0.0,E04,0.368
44421.0,22,41.165395477619896,42.408697905812915,43.50076959746419,44.51481588068407,50.67325029828223,11.0,0.0,1.0,E04,0.454
37164.0,35,42.25355604005078,41.66350621594387,40.99573751139043,41.789195694754774,43.7489912475746,10.0,0.0,1.0,E04,0.462
42371.0,28,40.977790323663335,38.14894824912774,38.513332874054186,48.323796914207,54.02222475438133,13.0,0.0,1.0,E04,0.073
43446.0,6,40.695924712942315,43.028185329064755,41.94727649129497,39.15496963704857,39.48015713315227,11.0,0.0,1.0,E04,0.621
70945.0,19,34.042519773734355,35.974171943864945,35.66625881542231,45.17651216400624,37.30480045187608,21.0,0.0,1.0,E04,0.021
41366.0,17,38.608096534339076,40.10019974659091,39.25115954306869,31.52780854630139,31.92348722652774,12.0,0.0,1.0,E04,0.869
36746.0,13,26.155322110826297,27.189626923110424,27.4707052697718,28.2413106350478,33.56981014564419,18.0,0.0,1.0,E04,0.425
33680.0,16,46.21501982793656,42.67930721793641,41.960938774641996,47.15844871496831,54.68313222774434,10.0,0.0,1.0,E04,0.295
15748.0,25,80.81294250368525,79.8912916792956,83.50394963242597,99.38558548074543,117.83639655793911,3.0,0.0,1.0,E04,0.316
56112.0,9,37.53028889545085,39.25161749031087,39.35197570986237,42.45759540153028,48.822346651719386,15.0,0.0,1.0,E04,0.326
78179.0,12,32.96440496396395,35.79916604290337,35.50425736513669,34.456310137067405,31.95348010799751,23.0,0.0,1.0,E04,0.598
52815.0,30,29.075379392306893,28.332900856788324,28.407359787065033,26.658272087811195,22.256115518194193,24.0,0.0,1.0,E04,0.653
25718.0,21,30.71841262149303,34.857546589340224,34.783170923869356,44.84876884351268,23.504175323524287,10.0,0.0,1.0,E04,0.083
33019.0,29,43.65373813006712,40.82462320260441,41.729823911539135,35.89603937642379,41.025965999144006,9.0,0.0,1.0,E04,0.723
39799.0,36,41.35816161946435,39.52283872945737,40.210670105014664,34.94229198300342,37.28096559409201,11.0,0.0,1.0,E04,0.755
18301.0,24,28.21200978023203,27.308570787095377,27.73034227161552,26.61406631039534,23.758765094543488,12.0,0.0,1.0,E04,0.569
17553.0,27,59.12583933601866,64.31802443668869,65.36590248090218,56.01110491313167,48.28335723639553,4.0,0.0,1.0,E04,0.649
44988.0,32,37.870081969774674,37.370167491432014,36.4589299975521,44.2527874527817,29.578989313259594,14.0,0.0,1.0,E04,0.099
57083.0,33,39.769882592132674,39.34164993869746,39.13724995533341,44.878844824584576,45.7545712945291,15.0,0.0,1.0,E04,0.184
44668.0,8,45.95389689957834,45.789609175066396,45.71589922282256,55.56384635519329,36.68427680554747,10.0,0.0,1.0,E04,0.144
37188.0,14,30.42930596887694,30.086102253801187,30.05351531064688,32.044097181768606,33.1064362493553,16.0,0.0,1.0,E04,0.335
27748.0,26,32.76814439091659,35.030813501687064,34.158463684144955,34.942233707299486,32.777701350799425,11.0,0.0,1.0,E04,0.47
52100.0,17,74.53859886667827,70.50217918543827,69.22685467377919,81.8069627612649,65.11026660656084,6.0,0.0,2.0,E04,0.263
32904.0,25,42.60903416920491,43.695097820257836,44.95193117452252,53.4286759207235,46.65381327685282,9.0,0.0,2.0,E04,0.208
52814.0,20,64.35473673071706,63.286707684999534,63.682790742996005,81.63418940746578,58.45600233987375,7.0,0.0,2.0,E04,0.122
55472.0,21,44.87682870776098,46.755649003299226,45.82880035124075,58.540263707605575,37.49251624872203,11.0,0.0,2.0,E04,0.071
31362.0,23,112.8429423970479,97.70020619577646,102.27547882583303,154.16909991580792,92.70507859363191,3.0,0.0,2.0,E04,0.111
40783.0,15,59.46143617246531,52.8061029584417,56.43709739904187,53.988332797522716,53.080271378666254,8.0,0.0,2.0,E04,0.556
63554.0,29,40.53615749376238,41.72705469762532,41.39746230088764,53.70077716692197,33.7850359766379,15.0,0.0,2.0,E04,0.035
47724.0,26,38.10182797563168,38.66421851610868,38.519868859356386,33.16117454099568,46.2591830373533,15.0,0.0,2.0,E04,0.797
25580.0,32,35.75085378377433,39.676643675608595,39.470518240881354,37.2314200041134,38.3542740125962,9.0,0.0,2.0,E04,0.61
41957.0,12,43.36903908203387,39.640807678800414,39.986544723764716,49.84517053881535,37.220161670546496,12.0,0.0,2.0,E04,0.097
71691.0,19,55.350055351436765,56.02565795286272,57.857059021934276,50.99482763346831,66.11234242733266,10.0,0.0,2.0,E04,0.716
44216.0,11,70.3438998299092,77.0208273869238,74.30592824344404,100.21596223706771,69.54624513356393,5.0,0.0,2.0,E04,0.141
69778.0,24,36.807980156375585,34.42468469583307,34.6565616873049,34.599258262364444,28.980766320811988,21.0,0.0,2.0,E04,0.504
40193.0,18,48.19510983523128,45.39013163408297,47.315618270418256,44.40239069389648,30.62495394352834,9.0,0.0,2.0,E04,0.621
28434.0,34,63.97502785733842,75.36375550358335,73.51726578780955,43.00328933131973,87.3257617527921,4.0,0.0,2.0,E04,0.888
58566.0,9,31.059483253119858,30.952765228968893,30.735992581742426,29.44628421742861,31.302906294920678,23.0,0.0,2.0,E04,0.621
69824.0,10,31.636048365157365,31.883384015257942,32.21418048105931,33.58561277573204,32.04593915201685,24.0,0.0,2.0,E04,0.368
74857.0,22,41.86516252536584,40.63746400201324,41.75312586311588,40.65289531533646,32.277816592500216,16.0,0.0,2.0,E04,0.575
42618.0,30,89.73315055569223,90.36954206713905,89.67520915595081,86.8832445538495,78.99561956803048,4.0,0.0,2.0,E04,0.528
18101.0,12,36.94534007791442,35.71660114385854,36.07461344962216,45.391149497205234,48.0750799604176,9.0,0.0,3.0,E04,0.137
24849.0,42,51.685646236585626,45.948334730445886,47.611919497258825,47.18065731344459,56.05892316352867,6.0,0.0,3.0,E04,0.483
