Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,35.19306743202104,35.90574789352739,35.88804533865821,38.27940044897796,37.663226272273114,17.0,0.0,0.0,C14,0.326
55056.0,28,43.22660770413516,41.618536449084374,41.88555350759364,49.33412714172205,32.138695689091904,14.0,0.0,0.0,C14,0.15
94739.0,14,38.61254841973893,38.4465383334093,38.68255555773603,42.70589224335303,34.47948261998146,22.0,0.0,0.0,C14,0.217
79842.0,35,63.65363982461422,61.6594709662711,60.2851952015988,64.99540676845314,28.737633060720793,10.0,0.0,0.0,C14,0.363
51296.0,9,41.30148085319902,45.66078945601393,46.11070647517592,33.166871435050105,45.32898506859926,11.0,0.0,0.0,C14,0.917
46761.0,12,45.18239969534282,41.59436414669888,42.60413113292568,47.592488634053375,46.298441110796276,11.0,0.0,0.0,C14,0.284
37212.0,31,45.68936915451363,45.917851055582666,46.27836777553575,49.598478339307775,19.10552754821485,9.0,0.0,0.0,C14,0.382
43310.0,32,62.368377383459475,74.24793102805374,72.04519805859644,66.11532351860733,73.13666547559777,5.0,0.0,0.0,C14,0.599
46165.0,15,50.25150658062112,54.31475727615069,53.59676653730123,45.67040041221551,69.11913968744233,8.0,0.0,0.0,C14,0.732
101933.0,13,43.945292778756354,46.061987494756806,47.19862032919959,49.95479936669833,37.75632631250107,17.0,0.0,0.0,C14,0.347
58684.0,36,61.880337059254636,62.94778689077153,65.68166752324176,61.14354516588818,63.96391495626862,7.0,0.0,0.0,C14,0.628
23479.0,10,64.23373244212445,55.81157876929714,53.040020796255526,46.87587004954991,57.229525284490286,5.0,0.0,0.0,C14,0.649
32743.0,33,57.93474107270849,69.35910583718214,65.33586593361059,59.762080423255796,32.52531275929086,5.0,0.0,0.0,C14,0.619
37128.0,17,27.63087517350698,28.08297850441327,27.508316878985543,29.571534214066908,30.461508990383734,19.0,0.0,0.0,C14,0.303
66492.0,8,39.108310164271025,39.20740239358007,39.695975347253025,43.59729665870748,31.91679808213815,17.0,0.0,0.0,C14,0.274
96096.0,19,36.707972171516566,36.92503585004118,36.75805277982606,42.39241157324724,38.23022208904457,24.0,0.0,0.0,C14,0.106
46335.0,20,37.89131612100777,36.21915769982033,37.46118243041777,29.00754209767147,35.27448638987484,14.0,0.0,0.0,C14,0.891
42396.0,37,39.358731034937,38.75574491983743,38.19975581765478,34.88770999695022,41.8811263160612,13.0,0.0,0.0,C14,0.688
79150.0,29,72.55735499816457,82.50139422443937,82.20809658996365,86.47547591048908,89.42909222377875,6.0,0.0,0.0,C14,0.431
74673.0,24,41.34973217772116,40.825770569328185,40.28398520658484,42.20516251647334,37.84271085068703,18.0,0.0,0.0,C14,0.386
44421.0,22,43.889476315323144,44.76781914585561,43.69470739254256,44.51481588068407,54.18729407459857,11.0,0.0,1.0,C14,0.454
37164.0,35,45.310531450456764,40.18641831906443,41.17782635362575,41.789195694754774,42.9861289437775,10.0,0.0,1.0,C14,0.493
42371.0,28,35.865955973141595,39.356097238680675,38.1967752585573,48.323796914207,38.435702097806306,13.0,0.0,1.0,C14,0.079
43446.0,6,43.272838147167576,41.46963467353092,41.78352236499959,39.15496963704857,56.242533320183185,11.0,0.0,1.0,C14,0.601
70945.0,19,34.677787539212616,35.6222211187913,35.3190148677817,45.17651216400624,39.539927623600384,21.0,0.0,1.0,C14,0.018
41366.0,17,38.34765805637716,40.19372616605688,39.41685328918381,31.52780854630139,37.88136688634318,12.0,0.0,1.0,C14,0.86
36746.0,13,28.34054128936778,27.341324910643912,27.455386040540944,28.2413106350478,22.162458530977098,18.0,0.0,1.0,C14,0.411
