Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,36.31849281091762,36.064351356638525,36.01552843132864,38.27940044897796,33.93325297072374,17.0,0.0,0.0,D07,0.34
55056.0,28,39.86269786752356,41.69156535100595,42.50677651020969,49.33412714172205,38.4476461757642,14.0,0.0,0.0,D07,0.183
94739.0,14,39.53993157367995,39.62741201163032,38.644367152402815,42.70589224335303,45.7113423349459,22.0,0.0,0.0,D07,0.219
79842.0,35,63.23755107011211,60.76408377987099,60.718285684707155,64.99540676845314,45.8129192560979,10.0,0.0,0.0,D07,0.381
51296.0,9,44.79402567608268,46.69599790272528,46.27383465723593,33.166871435050105,38.418616173126026,11.0,0.0,0.0,D07,0.923
46761.0,12,40.15548900326761,43.013630964487355,42.70372547001286,47.592488634053375,44.7568926181586,11.0,0.0,0.0,D07,0.273
37212.0,31,51.86717703699156,44.83218613657866,45.775918956039995,49.598478339307775,30.46977026589823,9.0,0.0,0.0,D07,0.345
43310.0,32,82.34143400714738,71.14317310753476,71.6799142252694,66.11532351860733,62.60423247685927,5.0,0.0,0.0,D07,0.581
46165.0,15,52.03177058852515,55.021395227794876,54.086625633469694,45.67040041221551,36.25421565107323,8.0,0.0,0.0,D07,0.749
101933.0,13,45.43995366296211,47.073343818598545,47.18244158758866,49.95479936669833,49.93099229797546,17.0,0.0,0.0,D07,0.353
58684.0,36,70.8380691015653,64.39124353162114,64.55704566103282,61.14354516588818,78.6140871049149,7.0,0.0,0.0,D07,0.594
23479.0,10,55.009539221802086,51.066001971644475,53.00318293387,46.87587004954991,30.060530491532468,5.0,0.0,0.0,D07,0.635
32743.0,33,65.24626721126639,68.47353839803056,66.6466714273317,59.762080423255796,27.510114826050206,5.0,0.0,0.0,D07,0.613
37128.0,17,29.575021006636668,27.51195208359557,27.240638028974406,29.571534214066908,25.138003248979565,19.0,0.0,0.0,D07,0.28
66492.0,8,40.968492654441235,40.05109177075497,39.49340884109181,43.59729665870748,28.105988335811457,17.0,0.0,0.0,D07,0.267
