Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,36.51946125630832,35.21890794010101,35.686623222906725,38.27940044897796,38.29541271323828,17.0,0.0,0.0,E07,0.317
55056.0,28,40.98643129470683,42.36779493679348,42.06408905448251,49.33412714172205,44.8590876700796,14.0,0.0,0.0,E07,0.164
94739.0,14,39.4505883448045,39.38819777854675,39.1590102008388,42.70589224335303,42.27764365702643,22.0,0.0,0.0,E07,0.241
79842.0,35,58.83361131592277,59.17526925117239,60.34734131356105,64.99540676845314,39.45662377126871,10.0,0.0,0.0,E07,0.349
51296.0,9,50.27873857901987,46.276044209858185,45.873213789103524,33.166871435050105,41.59570583161495,11.0,0.0,0.0,E07,0.917
46761.0,12,43.00761800940025,42.54228236647869,42.21181398949491,47.592488634053375,39.11908685747709,11.0,0.0,0.0,E07,0.26
37212.0,31,47.59084119487979,46.630030366936,45.800617243945524,49.598478339307775,54.47105055065326,9.0,0.0,0.0,E07,0.353
43310.0,32,71.96407648937762,73.68395279731557,72.59703401265433,66.11532351860733,92.94188250058102,5.0,0.0,0.0,E07,0.611
46165.0,15,55.78766775311724,53.700000148329856,54.423574258161565,45.67040041221551,68.85371714098851,8.0,0.0,0.0,E07,0.754
101933.0,13,48.55511875166987,47.0900236215862,46.99969635212623,49.95479936669833,33.47754175112679,17.0,0.0,0.0,E07,0.324
58684.0,36,74.4477984356658,66.32135781287329,64.43688788793487,61.14354516588818,54.08785414841691,7.0,0.0,0.0,E07,0.585
23479.0,10,55.82699491348021,52.82187679018173,52.205021203026014,46.87587004954991,65.37598666485866,5.0,0.0,0.0,E07,0.624
32743.0,33,66.04935092185636,66.5595441158564,66.61669889577672,59.762080423255796,65.09973188610137,5.0,0.0,0.0,E07,0.621
37128.0,17,27.09750733967156,27.31231529672993,27.374046642441435,29.571534214066908,28.06500159366533,19.0,0.0,0.0,E07,0.289
66492.0,8,36.66792143552389,38.99948786906788,39.49598902404554,43.59729665870748,35.02806799978357,17.0,0.0,0.0,E07,0.255
96096.0,19,38.8276493333557,36.459235499836865,37.058008308457474,42.39241157324724,43.09485197260637,24.0,0.0,0.0,E07,0.114
46335.0,20,36.01978715798346,36.99545271837603,37.742893006572324,29.00754209767147,41.56501404408821,14.0,0.0,0.0,E07,0.915
42396.0,37,31.513612643064267,38.3442827378697,37.69080879529391,34.88770999695022,38.969234099912036,13.0,0.0,0.0,E07,0.658
79150.0,29,85.15849927817976,85.58527765845304,83.74387522797134,86.47547591048908,72.45074764369842,6.0,0.0,0.0,E07,0.451
74673.0,24,36.94815667914985,39.436035734930044,40.34119353600222,42.20516251647334,32.05670651366685,18.0,0.0,0.0,E07,0.378
44421.0,22,39.72333461356294,43.778478788754775,43.78748750760848,44.51481588068407,54.58939213061508,11.0,0.0,1.0,E07,0.468
37164.0,35,43.2704083233344,40.56544354673667,40.83673500524043,41.789195694754774,40.095445949400144,10.0,0.0,1.0,E07,0.456
42371.0,28,41.1134925146544,38.637282123945226,38.345539465319796,48.323796914207,28.773614227528093,13.0,0.0,1.0,E07,0.091
43446.0,6,38.73695323603009,41.32191117358058,42.01806225310399,39.15496963704857,49.454584149722834,11.0,0.0,1.0,E07,0.638
