Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,35.94004457207154,35.45505197741208,35.89695580816169,38.27940044897796,36.905084318986894,17.0,0.0,0.0,F05,0.334
55056.0,28,39.28125548241328,42.77156230498421,41.765702805807656,49.33412714172205,40.546310324761684,14.0,0.0,0.0,F05,0.158
94739.0,14,36.19399583048684,38.957130203333534,38.837444465894976,42.70589224335303,43.710253131795234,22.0,0.0,0.0,F05,0.215
79842.0,35,57.402483992474494,59.5154279779661,59.784003768834495,64.99540676845314,73.82218931021706,10.0,0.0,0.0,F05,0.338
51296.0,9,46.653788456595464,48.070556647021476,45.99432403997464,33.166871435050105,35.10685650161665,11.0,0.0,0.0,F05,0.922
46761.0,12,44.39743876327103,43.07116437534778,42.59948998620787,47.592488634053375,48.87101611452898,11.0,0.0,0.0,F05,0.265
37212.0,31,51.25383494131713,48.44363980783598,46.45733322405034,49.598478339307775,36.94248964037282,9.0,0.0,0.0,F05,0.373
43310.0,32,75.28092026932003,76.30876058667593,72.97166433847697,66.11532351860733,78.35115010295718,5.0,0.0,0.0,F05,0.611
46165.0,15,56.68238682662472,54.92034956793002,54.24871264576826,45.67040041221551,42.532975931191984,8.0,0.0,0.0,F05,0.747
101933.0,13,46.37584038430397,47.005911712000994,46.52897681690725,49.95479936669833,31.462789015831632,17.0,0.0,0.0,F05,0.308
58684.0,36,62.85389366982831,66.43564449899858,64.83392268982294,61.14354516588818,60.25722375965306,7.0,0.0,0.0,F05,0.584
23479.0,10,59.36563637785612,53.03246930586442,53.0727890814405,46.87587004954991,58.94273736467981,5.0,0.0,0.0,F05,0.671
32743.0,33,73.69276097901523,70.09549038058732,66.8825721340954,59.762080423255796,87.34585753531294,5.0,0.0,0.0,F05,0.63
37128.0,17,26.486648002123342,26.881821376683412,27.453531739459308,29.571534214066908,23.503442683665956,19.0,0.0,0.0,F05,0.303
66492.0,8,36.39021432632896,39.157175793906994,39.57642677667771,43.59729665870748,39.52810832476904,17.0,0.0,0.0,F05,0.261
96096.0,19,40.206885166859244,36.54362446755104,37.18511706477728,42.39241157324724,39.46806079509281,24.0,0.0,0.0,F05,0.123
46335.0,20,39.30906724061448,36.8676866920345,37.26539706560775,29.00754209767147,40.59834394980235,14.0,0.0,0.0,F05,0.902
42396.0,37,36.225389384040945,38.66389820001313,38.165720255396565,34.88770999695022,29.75584728192761,13.0,0.0,0.0,F05,0.692
79150.0,29,80.2315567225495,82.6022875286279,83.01843134602936,86.47547591048908,39.27617466576519,6.0,0.0,0.0,F05,0.435
74673.0,24,37.904730666748875,40.263378124440095,40.750723277848586,42.20516251647334,28.74546411633081,18.0,0.0,0.0,F05,0.389
44421.0,22,43.40295646287801,45.29266187259079,44.09567014696254,44.51481588068407,53.52679735085681,11.0,0.0,1.0,F05,0.484
37164.0,35,40.71333927006056,40.67485045701267,40.87373855450069,41.789195694754774,37.42858824385711,10.0,0.0,1.0,F05,0.476
42371.0,28,37.16103929778569,37.803475502564595,38.49146864936069,48.323796914207,41.96777801633413,13.0,0.0,1.0,F05,0.085
43446.0,6,43.876326019530595,43.15623409510722,42.49057095650633,39.15496963704857,30.908599788319066,11.0,0.0,1.0,F05,0.652
70945.0,19,35.50023797742165,35.64577172319559,35.30521654895237,45.17651216400624,39.33419620004977,21.0,0.0,1.0,F05,0.012
41366.0,17,40.07828735375321,38.9320732018643,39.74581216160351,31.52780854630139,35.79612793729179,12.0,0.0,1.0,F05,0.859
36746.0,13,28.30782771419477,27.516542616203424,27.616776796775753,28.2413106350478,33.12345030237415,18.0,0.0,1.0,F05,0.429
33680.0,16,45.823458833504056,41.48842164750552,41.77275318334303,47.15844871496831,36.937802098294945,10.0,0.0,1.0,F05,0.254
15748.0,25,75.87585278478996,80.89971706394701,82.60686531094161,99.38558548074543,95.99928104219727,3.0,0.0,1.0,F05,0.293
56112.0,9,35.4135516060939,39.556477942610925,39.410331530462074,42.45759540153028,38.84962214401074,15.0,0.0,1.0,F05,0.317
