Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,35.32415900375165,35.07350325291223,35.46766740902038,38.27940044897796,32.39378348434096,17.0,0.0,0.0,F06,0.325
55056.0,28,41.25621775486441,42.59700997379094,42.17043267619395,49.33412714172205,37.490988844255824,14.0,0.0,0.0,F06,0.151
94739.0,14,39.34864555133493,38.76056793432256,39.025525520881885,42.70589224335303,39.13545531206585,22.0,0.0,0.0,F06,0.232
79842.0,35,56.99754918129702,60.69775383829122,60.45272524667572,64.99540676845314,58.95304213419945,10.0,0.0,0.0,F06,0.359
51296.0,9,43.51077219301409,46.71249093187528,45.69225284891506,33.166871435050105,51.36686565589496,11.0,0.0,0.0,F06,0.922
46761.0,12,44.15773887489472,42.241088164634014,42.79136455269277,47.592488634053375,32.124377986034354,11.0,0.0,0.0,F06,0.262
37212.0,31,48.4421320325313,46.21995004459207,46.14600821691164,49.598478339307775,35.0291067018127,9.0,0.0,0.0,F06,0.367
43310.0,32,71.47437165665109,75.83804278556677,72.14310516715508,66.11532351860733,68.294782298671,5.0,0.0,0.0,F06,0.592
46165.0,15,63.4064637442129,55.71528996602794,53.395325173060165,45.67040041221551,81.18040470970608,8.0,0.0,0.0,F06,0.732
101933.0,13,44.144704788531456,47.78937003855526,47.14690513697453,49.95479936669833,47.02999807505107,17.0,0.0,0.0,F06,0.346
58684.0,36,61.938459554825144,63.90767802676795,64.14995112084614,61.14354516588818,49.42179566957139,7.0,0.0,0.0,F06,0.561
23479.0,10,52.13153470140715,52.05460102320279,53.79055193287407,46.87587004954991,59.68510999037282,5.0,0.0,0.0,F06,0.671
32743.0,33,77.18970983431097,64.42138792888846,65.86895994608832,59.762080423255796,61.73650526575151,5.0,0.0,0.0,F06,0.615
