Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,Number_of_pbodies_in_Nucleus,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,33.00323006169014,36.1209001624698,35.66085451021725,38.27940044897796,37.283552421778765,17.0,0.0,0.0,0.0,C03,0.316
55056.0,28,51.990571485310355,45.03725712595402,44.4683867053326,47.99592134625364,39.80224411100961,13.0,1.0,0.0,0.0,C03,0.328
94739.0,14,37.87504242847809,39.98670878805869,39.753426815235116,41.03561349634507,48.26294180875387,21.0,1.0,0.0,0.0,C03,0.407
79842.0,35,57.048076763919504,60.87930844265815,60.64421103471342,64.99540676845314,64.42126797594446,10.0,0.0,0.0,0.0,C03,0.354
51296.0,9,50.85082807287382,45.51125178907644,45.97734408971845,33.166871435050105,52.060786887494096,11.0,0.0,0.0,0.0,C03,0.915
46761.0,12,46.38905980052216,45.21789940175001,45.68731258709168,47.8328880863807,46.23838140887325,10.0,1.0,0.0,0.0,C03,0.403
37212.0,31,49.630789557145846,52.72169855273625,50.13366538926955,60.38404397131118,49.92695502804267,8.0,1.0,0.0,0.0,C03,0.198
43310.0,32,70.6726603498577,74.12660998278025,74.08707235771934,66.11532351860733,79.18554786550314,5.0,0.0,0.0,0.0,C03,0.626
46165.0,15,76.46677634513229,75.7222849763813,75.59028099670115,86.09424279107647,109.43782052407475,5.0,3.0,0.0,0.0,C03,0.319
101933.0,13,47.99460915128105,49.51488930974331,48.685686891097504,49.912227101823945,44.777559637582684,16.0,1.0,0.0,0.0,C03,0.439
58684.0,36,65.41095361273162,66.97174060783159,64.22396816926033,61.14354516588818,67.09795604846275,7.0,0.0,0.0,0.0,C03,0.576
23479.0,10,51.85467168126208,52.7241133805596,54.121644690508894,46.87587004954991,35.909658092742404,5.0,0.0,0.0,0.0,C03,0.681
