Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,Number_of_pbodies_in_Nucleus,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,33.417079768904514,34.56284109442527,35.95427575928492,38.27940044897796,31.84842050525158,17.0,0.0,0.0,0.0,D15,0.354
55056.0,28,45.23407815243753,44.528921174787314,43.97708852266302,47.99592134625364,53.30817631031062,13.0,1.0,0.0,0.0,D15,0.32
94739.0,14,36.23510529251165,39.31093791639874,39.440295869713836,41.03561349634507,52.83863980341963,21.0,1.0,0.0,0.0,D15,0.393
79842.0,35,58.50075622895106,60.44444636312036,59.92823316131699,64.99540676845314,78.24762701067907,10.0,0.0,0.0,0.0,D15,0.336
51296.0,9,45.56387942809205,45.7682446847249,45.701023331619545,33.166871435050105,59.4707479174479,11.0,0.0,0.0,0.0,D15,0.909
46761.0,12,44.53939257143422,44.25125176238559,45.342028704272934,47.8328880863807,53.496694130825105,10.0,1.0,0.0,0.0,D15,0.39
37212.0,31,52.45165024049926,49.74291979961578,50.312212122299805,60.38404397131118,70.29063675026379,8.0,1.0,0.0,0.0,D15,0.198
43310.0,32,67.55667928453715,73.19832590653883,74.27763297604392,66.11532351860733,47.603460215473454,5.0,0.0,0.0,0.0,D15,0.641
46165.0,15,73.36227884017032,76.08133084249035,76.01372857814852,86.09424279107647,82.97476222270731,5.0,3.0,0.0,0.0,D15,0.37
101933.0,13,45.24727925046679,48.30572386098438,48.72532670612579,49.912227101823945,45.58284223982642,16.0,1.0,0.0,0.0,D15,0.424
58684.0,36,64.87695035986101,64.98050353678009,63.82080462536066,61.14354516588818,50.33554995273154,7.0,0.0,0.0,0.0,D15,0.562
23479.0,10,49.576923625077114,53.49170794211756,53.73012306898267,46.87587004954991,67.20582053849873,5.0,0.0,0.0,0.0,D15,0.669
32743.0,33,75.51942825360432,66.19632113765628,66.61409042178025,59.762080423255796,61.188082723429304,5.0,0.0,0.0,0.0,D15,0.626
37128.0,17,30.769984952818096,31.493359220266683,31.60440917781053,32.15591582960236,38.52516930634706,15.0,4.0,0.0,0.0,D15,0.458
66492.0,8,38.70282524609177,38.56053437888668,39.717051114450555,43.59729665870748,44.33049344134845,17.0,0.0,0.0,0.0,D15,0.268
96096.0,19,39.50519021206007,38.270051054130505,37.985283424616526,42.681654242223594,38.03918339358845,23.0,1.0,0.0,0.0,D15,0.157
46335.0,20,42.112405992777916,41.54588686645371,40.635487388240534,33.20865548812413,32.29580100400755,12.0,2.0,0.0,0.0,D15,0.819
42396.0,37,39.058288808992685,43.97444847618694,41.87771008626459,40.55861166977304,47.99709034715675,11.0,2.0,0.0,0.0,D15,0.559
79150.0,29,82.98522569271366,79.78405146314842,82.90556302011917,86.47547591048908,122.23293233671582,6.0,0.0,0.0,0.0,D15,0.444
74673.0,24,42.519297390152836,43.72946367918244,43.57113917493124,44.664605792339486,36.17715462152894,16.0,2.0,0.0,0.0,D15,0.44
44421.0,22,56.24406099512474,50.85632853878801,50.3143421452312,47.45457850205059,54.428580145894365,9.0,2.0,0.0,1.0,D15,0.592
37164.0,35,43.38636077688027,43.415355962750944,43.94935089717392,43.96385557503779,28.372608235029478,9.0,1.0,0.0,1.0,D15,0.512
42371.0,28,40.32453781338002,39.98435045216611,40.62829037805555,46.18596539703071,34.69686145069694,12.0,1.0,0.0,1.0,D15,0.244
43446.0,6,42.86338141808183,41.39620501537034,42.64286171939215,39.15496963704857,33.30471505342064,11.0,0.0,0.0,1.0,D15,0.678
70945.0,19,40.11312404682926,35.12524475947705,36.788102681244006,45.57813486098199,35.447947910596795,20.0,1.0,0.0,1.0,D15,0.042
