Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,Number_of_pbodies_in_Nucleus,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,36.18129722109376,35.33569124367013,35.53493662561286,38.27940044897796,35.74603083696863,17.0,0.0,0.0,0.0,E07,0.305
55056.0,28,45.06097515230098,43.32369438083141,44.09762260732701,47.99592134625364,50.88249824151929,13.0,1.0,0.0,0.0,E07,0.321
94739.0,14,39.73132836827095,39.537301839882005,39.71857380662129,41.03561349634507,38.971490917404964,21.0,1.0,0.0,0.0,E07,0.406
79842.0,35,59.92944751792252,62.00299989230939,60.14495291364739,64.99540676845314,69.52144402067725,10.0,0.0,0.0,0.0,E07,0.346
51296.0,9,47.21495958370124,45.47295635037159,46.174783516254436,33.166871435050105,41.3705533638137,11.0,0.0,0.0,0.0,E07,0.931
46761.0,12,45.30711589968936,45.40401764455427,45.53838198115016,47.8328880863807,26.337885157762734,10.0,1.0,0.0,0.0,E07,0.397
37212.0,31,56.06900503098966,48.43386801505628,50.08479920107035,60.38404397131118,63.27256581345742,8.0,1.0,0.0,0.0,E07,0.202
43310.0,32,66.85015293629522,74.7855512220321,73.14934374331217,66.11532351860733,96.30037368686217,5.0,0.0,0.0,0.0,E07,0.607
46165.0,15,81.39200417927064,79.362060605611,77.5111997039222,86.09424279107647,44.360899458593465,5.0,3.0,0.0,0.0,E07,0.373
101933.0,13,48.48140712152035,47.60169929781415,48.69694723279578,49.912227101823945,44.49392401370956,16.0,1.0,0.0,0.0,E07,0.457
58684.0,36,65.92041522728202,63.86563823393425,63.9240094072492,61.14354516588818,66.52549151273533,7.0,0.0,0.0,0.0,E07,0.592
23479.0,10,52.014406183708616,52.0397397489416,53.75602546582959,46.87587004954991,48.17106616183817,5.0,0.0,0.0,0.0,E07,0.661
32743.0,33,64.51050244886589,67.12905091194715,64.72063123424543,59.762080423255796,104.82457402113508,5.0,0.0,0.0,0.0,E07,0.6
37128.0,17,29.53552635283223,31.48319236301532,31.81445776948031,32.15591582960236,31.24692135702909,15.0,4.0,0.0,0.0,E07,0.458
66492.0,8,37.6503551580519,40.24667834393307,39.843140517080684,43.59729665870748,42.21374329614611,17.0,0.0,0.0,0.0,E07,0.272
96096.0,19,36.64365707158719,38.36047157383856,38.03142789027259,42.681654242223594,44.51122617191691,23.0,1.0,0.0,0.0,E07,0.165
46335.0,20,40.44726201546187,41.133525315191,40.702857503484914,33.20865548812413,37.393368610805325,12.0,2.0,0.0,0.0,E07,0.823
42396.0,37,46.45118310579619,41.44087031939344,42.143357102270976,40.55861166977304,39.8814358168304,11.0,2.0,0.0,0.0,E07,0.57
79150.0,29,90.73113340778983,79.14116376811367,82.11303529909831,86.47547591048908,108.93240704480057,6.0,0.0,0.0,0.0,E07,0.439
74673.0,24,43.995035776285405,43.97384191665401,43.59772954369909,44.664605792339486,41.15128099921667,16.0,2.0,0.0,0.0,E07,0.454
44421.0,22,52.30219075627717,49.558745263610135,50.53173590130203,47.45457850205059,48.72301931664845,9.0,2.0,0.0,1.0,E07,0.604
37164.0,35,47.52732905557331,44.30455656005819,44.0752055320808,43.96385557503779,41.19316262852465,9.0,1.0,0.0,1.0,E07,0.507
42371.0,28,35.732405547280166,39.21149409827885,40.21503538783823,46.18596539703071,37.18680830182561,12.0,1.0,0.0,1.0,E07,0.239
43446.0,6,39.298745870186295,43.12570102535206,42.41433792812529,39.15496963704857,36.533979388446284,11.0,0.0,0.0,1.0,E07,0.657
70945.0,19,35.75826761773568,35.86824209162015,36.49719419557105,45.57813486098199,33.19130002262249,20.0,1.0,0.0,1.0,E07,0.041
41366.0,17,39.1841612171501,40.95728654848141,41.29981160910381,31.029108318997565,40.14729718596561,11.0,1.0,0.0,1.0,E07,0.878
36746.0,13,33.617634196849295,34.82246648165712,33.78850832423696,27.645370663590032,31.348571646557655,13.0,5.0,0.0,1.0,E07,0.872
33680.0,16,41.93054014341278,40.90041540822252,41.7907657406855,47.15844871496831,47.93912005368542,10.0,0.0,0.0,1.0,E07,0.278
15748.0,25,92.33310343257487,76.91619432270878,81.27501520669807,99.38558548074543,102.31105641987499,3.0,0.0,0.0,1.0,E07,0.292
56112.0,9,48.56266634353169,48.27717962517981,48.28285091900917,46.798589404797575,64.89608376359016,11.0,4.0,0.0,1.0,E07,0.56
78179.0,12,45.09355976203061,44.7811721227687,44.70951486487458,39.251675656085006,47.72817284605101,16.0,7.0,0.0,1.0,E07,0.769
52815.0,30,27.804876754032325,28.22489326478742,28.60785625620026,26.658272087811195,25.785030021600452,24.0,0.0,0.0,1.0,E07,0.694
25718.0,21,32.94355994682606,34.610872310863385,34.91843418132542,44.84876884351268,28.53680376799526,10.0,0.0,0.0,1.0,E07,0.105
33019.0,29,55.73186879223456,56.790864143486964,56.236861030848424,37.64249112362695,46.523946778743,6.0,3.0,0.0,1.0,E07,0.879
39799.0,36,42.17197712924706,44.83623067745716,46.28380541206783,41.5898522406657,47.73229871863492,9.0,2.0,0.0,1.0,E07,0.67
18301.0,24,29.680960533140404,33.642197133963634,33.67386393137378,33.61462741245158,42.52735944678076,9.0,3.0,0.0,1.0,E07,0.521
17553.0,27,77.05216820177866,80.29290596445293,82.78007144375579,74.51020908314895,98.3822639667813,3.0,1.0,0.0,1.0,E07,0.593
44988.0,32,40.49045488964833,40.538771271992125,40.40087561477639,42.649842368790296,36.469197028448406,12.0,2.0,0.0,1.0,E07,0.373
57083.0,33,39.006297829427254,38.27322406245341,39.188555311438115,44.878844824584576,44.31228107493561,15.0,0.0,0.0,1.0,E07,0.185
44668.0,8,46.21256892931929,47.945785688033475,49.15859994016258,52.38775395625414,62.685146774294466,9.0,1.0,0.0,1.0,E07,0.369
37188.0,14,31.72735439043827,34.600526447295,34.385116498204205,35.86602981931425,42.84219090692518,13.0,3.0,0.0,1.0,E07,0.4
