Area_of_Cytoplasm,Label,Mean_Of_mean_nn_distances_simulated_10,Mean_Of_mean_nn_distances_simulated_100,Mean_Of_mean_nn_distances_simulated_1000,Mean_nn_distances_measured,Mean_nn_distances_simulated,Number_of_pbodies,Number_of_pbodies_in_Nucleus,SiteX,SiteY,Well,p-value_measured_lower_1000_sim
52160.0,27,35.364581893074025,35.533965678630615,35.23052734346634,38.27940044897796,39.03598359472916,17.0,0.0,0.0,0.0,E04,0.278
55056.0,28,42.67222728986784,43.03136246324178,44.41440944790748,47.99592134625364,32.82993590955193,13.0,1.0,0.0,0.0,E04,0.327
94739.0,14,45.33542067656322,40.22683032036131,39.786509736724064,41.03561349634507,44.41922143571828,21.0,1.0,0.0,0.0,E04,0.412
79842.0,35,58.721779899558896,62.955091141199276,60.48119568781644,64.99540676845314,59.39350167578116,10.0,0.0,0.0,0.0,E04,0.36
51296.0,9,47.58273488374106,44.995855922864145,45.89415898435871,33.166871435050105,39.738055389353924,11.0,0.0,0.0,0.0,E04,0.902
46761.0,12,43.84908423200331,46.36915693427549,45.748082608201905,47.8328880863807,45.372561822270654,10.0,1.0,0.0,0.0,E04,0.407
37212.0,31,48.68445948564435,51.24093649833041,50.37031381341185,60.38404397131118,64.07312114204385,8.0,1.0,0.0,0.0,E04,0.198
43310.0,32,63.336326397152995,72.761966654334,71.74931870355273,66.11532351860733,59.55153004936106,5.0,0.0,0.0,0.0,E04,0.59
46165.0,15,79.10403364860456,80.66712216186951,76.26487943798759,86.09424279107647,63.03661212662903,5.0,3.0,0.0,0.0,E04,0.348
101933.0,13,49.42327100521821,48.23611744874603,48.95365561108958,49.912227101823945,48.38240940510629,16.0,1.0,0.0,0.0,E04,0.445
58684.0,36,67.16482479028733,65.29488560497806,64.74047342902533,61.14354516588818,75.8605651083407,7.0,0.0,0.0,0.0,E04,0.587
23479.0,10,48.1549363253449,53.440895724249266,52.75658519334326,46.87587004954991,64.61831166450074,5.0,0.0,0.0,0.0,E04,0.648
32743.0,33,67.69358700342198,65.90923940115073,66.48568743034853,59.762080423255796,44.80219725532032,5.0,0.0,0.0,0.0,E04,0.638
37128.0,17,31.812177136038088,30.776121537383244,31.83966835311786,32.15591582960236,28.442493088030123,15.0,4.0,0.0,0.0,E04,0.486
66492.0,8,40.14173916741099,39.66749970525888,39.590309340834985,43.59729665870748,32.34252966456168,17.0,0.0,0.0,0.0,E04,0.254
96096.0,19,40.12152814984044,38.07831509433658,38.1424599777591,42.681654242223594,39.2742047133407,23.0,1.0,0.0,0.0,E04,0.171
46335.0,20,41.795159687445285,39.31583780258531,41.60023579175373,33.20865548812413,38.84815980728555,12.0,2.0,0.0,0.0,E04,0.84
42396.0,37,38.999505161953564,41.951377642728545,42.28317082034769,40.55861166977304,43.07873478049619,11.0,2.0,0.0,0.0,E04,0.579
79150.0,29,86.23540531299061,79.54768383924613,83.95515935253232,86.47547591048908,77.30192491991987,6.0,0.0,0.0,0.0,E04,0.452
74673.0,24,46.362425656555615,44.27261589345024,43.30618799574356,44.664605792339486,47.152567025117655,16.0,2.0,0.0,0.0,E04,0.431
44421.0,22,56.4635589022238,49.473091194213346,49.60127535885846,47.45457850205059,60.15787502496072,9.0,2.0,0.0,1.0,E04,0.574
37164.0,35,44.61335175928776,43.35834276955162,44.05044536714801,43.96385557503779,49.80687636470849,9.0,1.0,0.0,1.0,E04,0.507
42371.0,28,35.08641835734453,40.752903537099826,40.49700807465559,46.18596539703071,30.044525563291128,12.0,1.0,0.0,1.0,E04,0.241
43446.0,6,35.47096612316663,41.8137092610258,42.34166662533312,39.15496963704857,33.84656476956412,11.0,0.0,0.0,1.0,E04,0.638
70945.0,19,35.49293433385843,37.022603825822046,36.55068827994562,45.57813486098199,42.87748492237505,20.0,1.0,0.0,1.0,E04,0.034
41366.0,17,37.418806684192404,43.17706211615253,42.105763118944495,31.029108318997565,30.054039540222604,11.0,1.0,0.0,1.0,E04,0.913
36746.0,13,34.220730967190136,33.62489032676648,33.97389748924646,27.645370663590032,37.744444003502466,13.0,5.0,0.0,1.0,E04,0.866
33680.0,16,39.877589284951355,42.58151075013741,41.85773805707897,47.15844871496831,30.807163679534153,10.0,0.0,0.0,1.0,E04,0.278
15748.0,25,93.68495850708632,81.1734262906252,81.0485075762578,99.38558548074543,77.3449506953905,3.0,0.0,0.0,1.0,E04,0.283
56112.0,9,47.24006427387519,48.48877967646517,48.32668747984176,46.798589404797575,47.93063732621419,11.0,4.0,0.0,1.0,E04,0.553
78179.0,12,48.042233706774525,44.912026193234404,45.18738483713283,39.251675656085006,40.37985257230228,16.0,7.0,0.0,1.0,E04,0.78
52815.0,30,27.341516685864413,28.511178054957718,28.717504965316664,26.658272087811195,25.310974638776333,24.0,0.0,0.0,1.0,E04,0.702
25718.0,21,33.424311507474286,34.78890210576678,35.739371865814846,44.84876884351268,34.5363268813598,10.0,0.0,0.0,1.0,E04,0.098
33019.0,29,57.9465679554573,56.44457260497269,56.85197474089449,37.64249112362695,58.824475647371365,6.0,3.0,0.0,1.0,E04,0.89
39799.0,36,48.3390666246196,46.666965941499576,45.75767644887017,41.5898522406657,61.68110103886865,9.0,2.0,0.0,1.0,E04,0.669
18301.0,24,37.097620813635835,34.0013606922687,33.45542593611351,33.61462741245158,40.44505043393984,9.0,3.0,0.0,1.0,E04,0.508
17553.0,27,83.39901410926441,85.49333016793439,84.67344719556102,74.51020908314895,93.07722009210879,3.0,1.0,0.0,1.0,E04,0.59
